unicode	char	fanti	jianti	group	level	is_radical	ids	pinyin	radical	strokes	stroke_seq	freq	basic
U+82E0	苠	苠	苠	A3	三级		⿱艹民	mín	艸（艹）	8	12251515	95	0
U+6785	枅	枅	枅	A3	三级		⿰木开	jī	木	8	12341132	4	0
U+3B4E	㭎	棡	㭎	A3	三级		⿰木冈	gāng	木	8	12342534	0	0
U+6798	枘	枘	枘	A3	三级		⿰木內	ruì	木	8	12342534	103	0
U+678D	枍	枍	枍	A3	三级		⿰木兮	yì	木	8	12343415	0	0
U+77FC	矼	矼	矼	A3	三级		⿰石工	gāng	石	8	13251121	10	0
U+77FB	矻	矻	矻	A3	三级		⿰石乞	kū	石	8	13251315	373	0
U+533C	匼	匼	匼	A3	三级		⿷匚合	kē	匸	8	13412515	7	0
U+2CA02	𬨂	軝	𬨂	A3	三级		⿰车氏	qí		8	152132115	0	0
U+2C029	𬀩	暐	𬀩	A3	三级		⿰日韦	wěi		8	25111152	0	0
U+2C02A	𬀪	晛	𬀪	A3	三级		⿰日见	xiàn		8	25112535	0	0
U+65FF	旿	旿	旿	A3	三级		⿰日午	wǔ	日	8	25113112	139	0
U+6607	昇	昇	升	A3	三级		⿱日升	shēng	日	8	25113132	6184	0
U+6604	昄	昄	昄	A3	三级		⿰日反	bǎn	日	8	25113354	18	0
U+6612	昒	昒	昒	A3	三级		⿰日勿	hū	日	8	25113533	4	0
U+6608	昈	昈	昈	A3	三级		⿰日戶	hù	日	8	25114513	2	0
U+5489	咉	咉	咉	A3	三级		⿰口央	yāng / yǎng	口	8	25125134	6	0
U+5487	咇	咇	咇	A3	三级		⿰口必	bì	口	8	25145434	11	0
U+548D	咍	咍	咍	A3	三级		⿰口台	hāi	口	8	25154251	11	0
U+5CB5	岵	岵	岵	A3	三级		⿰山古	hù	山	8	25212251	70	0
U+5CBD	岽	崬	岽	A3	三级		⿱山东	dōng	山	8	25215234	341	0
U+5CA8	岨	岨	岨	A3	三级		⿰山且	jū / qū	山	8	25225111	2	0
U+5C9E	岞	岞	岞	A3	三级		⿰山乍	zuò	山	8	25231211	112	0
U+5CC2	峂	峂	峂	A3	三级		⿰山冬	tóng	山	8	25235444	22	0
U+37C3	㟃	㟃	㟃	A3	三级		⿰山司	sī	山	8	25251251	0	0
U+56F7	囷	囷	囷	A3	三级		⿴囗禾	qūn	囗	8	25312341	33	0
U+2CB29	𬬩	釴	𬬩	A3	三级		⿰钅弋	yì		8	31115154	0	0
U+9490	钐	釤	钐	A3	三级		⿰钅彡	shān / shàn	金（釒钅）	8	31115333	243	0
U+9494	钔	鍆	钔	A3	三级		⿰钅门	mén	金（釒钅）	8	31115425	10	0
U+9496	钖	鍚	钖	A3	三级		⿰钅𠃓	yáng	金（釒钅）	8	31115533	28	0
U+7265	牥	牥	牥	A3	三级		⿰牛方	fāng	牛	8	31214153	1	0
U+4F74	佴	佴	佴	A3	三级		⿰亻耳	èr / nài	人（亻）	8	32122111	149	0
U+5788	垈	垈	垈	A3	三级		⿱代土	dài	土	8	32154121	8	0
U+4F81	侁	侁	侁	A3	三级		⿰亻先	shēn	人（亻）	8	32312135	31	0
U+4FB9	侹	侹	侹	A3	三级		⿰亻廷	tǐng	人（亻）	8	32312154	24	0
U+4F78	佸	佸	佸	A3	三级		⿰亻舌	huó	人（亻）	8	32312251	0	0
U+4F7A	佺	佺	佺	A3	三级		⿰亻全	quán	人（亻）	8	32341121	655	0
U+96B9	隹	隹	隹	A3	三级	★	⿰亻⿱亠龶	zhuī	隹	8	32411121	145	0
U+344A	㑊	㑊	㑊	A3	三级		⿰亻亦	yì	人（亻）	8	32413234	0	0
U+4F82	侂	侂	侂	A3	三级		⿰亻㡯	tuō	人（亻）	8	32413315	90	0
U+4F7D	佽	佽	佽	A3	三级		⿰亻次	cì	人（亻）	8	32413534	9	0
U+4F98	侘	侘	侘	A3	三级		⿰亻宅	chà	人（亻）	8	32445315	62	0
U+90C8	郈	郈	郈	A3	三级		⿰后阝	hòu	邑（阝）	8	33125152	0	0
U+8220	舠	舠	舠	A3	三级		⿰舟刀	dāo	舟	8	33541453	14	0
U+90D0	郐	鄶	郐	A3	三级		⿰会阝	kuài	邑（阝）	8	34115452	90	0
U+90C3	郃	郃	郃	A3	三级		⿰合阝	hé	邑（阝）	8	34125152	307	0
U+653D	攽	攽	攽	A3	三级		⿰分攵	bān	攴（攵）	8	34533134	56	0
U+80AD	肭	肭	肭	A3	三级		⿰月內	nà	肉（⺼月）	8	35112534	17	0
U+80B8	肸	肸	肸	A3	三级		⿰月⿱八十	xī	肉（⺼月）	8	35113412	37	0
U+80B7	肷	肷	肷	A3	三级		⿰月欠	qiǎn	肉（⺼月）	8	35113534	10	0
U+72C9	狉	狉	狉	A3	三级		⿰犭丕	pī	犬（犭）	8	35313241	20	0
U+72DD	狝	獮	狝	A3	三级		⿰犭尔	xiǎn	犬（犭）	8	35335234	87	0
U+9973	饳	飿	饳	A3	三级		⿰饣出	duò	食（飠饣）	8	35552252	3	0
U+5FDE	忞	忞	忞	A3	三级		⿱亠㣻	mín	心（忄⺗）	8	41344544	263	0
U+65BC	於	於	于	A3	三级		⿰方仒	wū / yū / yú	方	8	41533444	8581	0
U+708C	炌	炌	炌	A3	三级		⿰火介	kài	火（灬）	8	43343432	2	0
U+7086	炆	炆	炆	A3	三级		⿰火文	wén	火（灬）	8	43344134	561	0
U+6CD9	泙	泙	泙	A3	三级		⿰氵平	píng	水（氵氺）	8	44114312	17	0
U+6CBA	沺	沺	沺	A3	三级		⿰氵田	tián	水（氵氺）	8	44125121	19	0
U+6CC2	泂	泂	泂	A3	三级		⿰氵冋	jiǒng	水（氵氺）	8	44125251	30	0
U+6CDC	泜	泜	泜	A3	三级		⿰氵氐	zhī	水（氵氺）	8	44135154	12	0
U+6CC3	泃	泃	泃	A3	三级		⿰氵句	jū	水（氵氺）	8	44135251	219	0
U+6CC7	泇	泇	泇	A3	三级		⿰氵加	jiā	水（氵氺）	8	44153251	50	0
U+600A	怊	怊	怊	A3	三级		⿰忄召	chāo	心（忄⺗）	8	44253251	5	0
U+5CC3	峃	嶨	峃	A3	三级		⿱𭕄冚	xué	山	8	44345252	32	0
U+7A78	穸	穸	穸	A3	三级		⿱宂夕	xī	穴	8	44534354	4	0
U+794B	祋	祋	祋	A3	三级		⿰示殳	duì	示（礻⺬）	8	45243554	0	0
U+794A	祊	祊	祊	A3	三级		⿰示方	bēng	示（礻⺬）	8	45244153	44	0
U+2B363	𫍣	詷	𫍣	A3	三级		⿰讠同	tóng	言（訁讠）	8	45251251	0	0
U+2C8F3	𬣳	詪	𬣳	A3	三级		⿰讠艮	hěn		8	455112134	0	0
U+2CA7D	𬩽	鄩	𬩽	A3	三级		⿰寻阝	xún		9	51112452	0	0
U+9E24	鸤	鳲	鸤	A3	三级		⿰尸鸟	shī	鸟（鳥）	8	51335451	6	0
U+5F22	弢	弢	弢	A3	三级		⿰弓𠬢	tāo	弓	8	51552254	4431	0
U+5F28	弨	弨	弨	A3	三级		⿰弓召	chāo	弓	8	51553251	140	0
U+9651	陑	陑	陑	A3	三级		⿰阝而	ér	阜（阝）	8	52132522	0	0
U+2CBBF	𬮿	隑	𬮿	A3	三级		⿰阝岂	gài		9	52252515	0	0
U+964E	陎	陎	陎	A3	三级		⿰阝朱	shū	阜（阝）	8	52311234	2	0
U+2CBC0	𬯀	隮	𬯀	A3	三级		⿰阝齐	jī		9	52213432	0	0
U+537A	卺	巹	卺	A3	三级		⿱丞㔾	jǐn	卩（㔾）	8	52534155	225	0
U+4E78	乸	乸	乸	A3	三级		⿺也母	nǎ	乙（乚）	8	52555414	220	0
U+59AD	妭	妭	妭	A3	三级		⿰女犮	bá	女	8	53113544	6	0
U+59C8	姈	姈	姈	A3	三级		⿰女令	líng	女	8	53134454	22	0
U+2BC1B	𫰛	娙	𫰛	A3	三级		⿰女𢀖	xíng		8	53154121	0	0
U+8FF3	迳	逕	迳	A3	三级		⿺辶𢀖	jìng	辵（辶⻍）	8	54121454	1302	0
U+53D5	叕	叕	叕	A3	三级		⿰㕛㕛	zhuó	又	8	54545454	135	0
U+2CCF5	𬳵	駓	𬳵	A3	三级		⿰马丕	pī		8	55113241	0	0
U+9A75	驵	駔	驵	A3	三级		⿰马且	zǎng	马（馬）	8	55125111	40	0
U+2CCF6	𬳶	駉	𬳶	A3	三级		⿰马冋	jiōng		8	55125251	0	0
U+4339	䌹	絅	䌹	A3	三级		⿰纟冋	jiǒng	糸（糹纟）	11	55125251	0	0
U+9A7A	驺	騶	驺	A3	三级		⿰马刍	zōu	马（馬）	8	55135511	94	0
U+2B80A	𫠊	䮄	𫠊	A3	三级		⿰马玄	xuán	马（馬）	8	55141554	0	0
U+7ECB	绋	紼	绋	A3	三级		⿰纟弗	fú	糸（糹纟）	8	55151532	42	0
U+7ED0	绐	紿	绐	A3	三级		⿰纟台	dài	糸（糹纟）	8	55154251	53	0
U+7809	砉	砉	砉	A3	三级		⿱丯石	huā / xū	石	9	111213251	52	0
U+8014	耔	耔	耔	A3	三级		⿰耒子	zǐ	耒	9	111234521	30	0
U+36C3	㛃	㛃	㛃	A3	三级		⿱㓞女	jié	女	9	111253531	0	0
U+73B6	玶	玶	玶	A3	三级		⿰王平	píng	玉（𤣩王）	9	112114312	11	0
U+73C7	珇	珇	珇	A3	三级		⿰王且	zǔ	玉（𤣩王）	9	112125111	1	0
U+73C5	珅	珅	珅	A3	三级		⿰王申	shēn	玉（𤣩王）	9	112125112	2824	0
U+2C35B	𬍛	瓅	𬍛	A3	三级		⿰王乐	lì		9	112135234	0	0
U+73CB	珋	珋	珋	A3	三级		⿰王卯	liǔ	玉（𤣩王）	9	112135352	8	0
U+73B9	玹	玹	玹	A3	三级		⿰王玄	xián / xuán / xuàn	玉（𤣩王）	9	112141554	829	0
U+73CC	珌	珌	珌	A3	三级		⿰王必	bì	玉（𤣩王）	9	112145434	17	0
U+73BF	玿	玿	玿	A3	三级		⿰王召	sháo	玉（𤣩王）	9	112153251	15	0
U+97E8	韨	韍	韨	A3	三级		⿰韦犮	fú	韦（韋）	9	115213544	3	0
U+579A	垚	垚	垚	A3	三级		⿱土⿰土土	yáo	土	9	121121121	9132	0
U+57AF	垯	墶	垯	A3	三级		⿰土达	da	土	9	121134454	69	0
U+5799	垙	垙	垙	A3	三级		⿰土光	guāng	土	9	121243135	3	0
U+57B2	垲	塏	垲	A3	三级		⿰土岂	kǎi	土	9	121252515	90	0
U+57CF	埏	埏	埏	A3	三级		⿰土延	shān / yán	土	9	121321554	81	0
U+578D	垍	垍	垍	A3	三级		⿰土自	jì	土	9	121325111	24	0
U+8007	耇	耇	耇	A3	三级		⿱耂句	gǒu	老（耂）	9	121335251	4	0
U+9FCD	鿍	鿍	鿍	A3	三级		⿰土夅	gàng		9	121354152	0	0
U+578E	垎	垎	垎	A3	三级		⿰土各	hè	土	9	121354251	3	0
U+57B4	垴	堖	垴	A3	三级		⿰土㐫	nǎo	土	9	121413452	752	0
U+579F	垟	垟	垟	A3	三级		⿰土羊	yáng	土	9	121431112	660	0
U+579E	垞	垞	垞	A3	三级		⿰土宅	chá	土	9	121445315	45	0
U+6313	挓	挓	挓	A3	三级		⿰扌宅	zhā	手（扌龵）	9	121445315	8	0
U+57B5	垵	垵	垵	A3	三级		⿰土安	ān / ǎn	土	9	121445531	386	0
U+578F	垏	垏	垏	A3	三级		⿰土聿	lǜ	土	9	121511112	17	0
U+62F6	拶	拶	拶	A3	三级		⿰扌𡿪	zā / zǎn	手（扌龵）	9	121555354	50	0
U+8356	荖	荖	荖	A3	三级		⿱艹老	lǎo	艸（艹）	9	122121335	30	0
U+8341	荁	荁	荁	A3	三级		⿱昔一	huán	艸（艹）	9	122125111	0	0
U+8359	荙	薘	荙	A3	三级		⿱艹达	dá	艸（艹）	9	122134454	138	0
U+835B	荛	蕘	荛	A3	三级		⿱艹尧	ráo	艸（艹）	9	122153135	113	0
U+8308	茈	茈	茈	A3	三级		⿱艹此	cí / zǐ	艸（艹）	9	122212135	82	0
U+833D	茽	茽	茽	A3	三级		⿱艹仲	zhòng	艸（艹）	9	122322512	3	0
U+8344	荄	荄	荄	A3	三级		⿱艹亥	gāi	艸（艹）	9	122415334	110	0
U+833A	茺	茺	茺	A3	三级		⿱艹充	chōng	艸（艹）	9	122415435	31	0
U+2C72C	𬜬	蔄	𬜬	A3	三级		⿱艹问	màn		9	122425251	0	0
U+8353	荓	荓	荓	A3	三级		⿱艹并	píng	艸（艹）	9	122431132	0	0
U+8333	茳	茳	茳	A3	三级		⿱艹江	jiāng	艸（艹）	9	122441121	141	0
U+26C21	𦰡	𦰡	𦰡	A3	三级		⿱艹那	nà / nuó	艸（艹）	11	122511352	0	0
U+831B	茛	茛	茛	A3	三级		⿱艹艮	gèn	艸（艹）	9	122511534	168	0
U+836D	荭	葒	荭	A3	三级		⿱艹红	hóng	艸（艹）	9	122551121	184	0
U+3B55	㭕	㭕	㭕	A3	三级		⿰木去	qū	木	9	123412154	0	0
U+67F7	柷	柷	柷	A3	三级		⿰木兄	chù / zhù	木	9	123425135	64	0
U+67C3	柃	柃	柃	A3	三级		⿰木令	líng	木	9	123434454	36	0
U+67CA	柊	柊	柊	A3	三级		⿰木冬	zhōng	木	9	123435444	67	0
U+67B9	枹	枹	枹	A3	三级		⿰木包	bāo / fú	木	9	123435515	29	0
U+6810	栐	栐	栐	A3	三级		⿰木永	yǒng	木	9	123445534	15	0
U+67D6	柖	柖	柖	A3	三级		⿰木召	sháo	木	9	123453251	1	0
U+90DA	郚	郚	郚	A3	三级		⿰吾阝	wú	邑（阝）	9	125125152	205	0
U+5245	剅	剅	剅	A3	三级		⿰豆刂	lóu	刀（刂）	9	125143122	28	0
U+4D13	䴓	鳾	䴓	A3	三级		⿰帀鸟	shī	鸟（鳥）	15	125235451	0	0
U+8FFA	迺	迺	迺	A3	三级		⿺辶西	nǎi	辵（辶⻍）	9	125351454	434	0
U+5396	厖	厖	厖	A3	三级		⿸厂尨	máng	厂	9	131353334	2	0
U+7806	砆	砆	砆	A3	三级		⿰石夫	fū	石	9	132511134	8	0
U+7811	砑	砑	砑	A3	三级		⿰石牙	yà	石	9	132511523	70	0
U+7804	砄	砄	砄	A3	三级		⿰石夬	jué	石	9	132515134	1	0
U+800F	耏	耏	耏	A3	三级		⿰而彡	ér / nài	而	9	132522333	1	0
U+5953	奓	奓	奓	A3	三级		⿱大多	zhā / zhà	大	9	134354354	151	0
U+4DAE	䶮	龑	䶮	A3	三级		⿱龙天	yǎn	龙（龍）	9	135341134	0	0
U+8F75	轵	軹	轵	A3	三级		⿰车只	zhǐ	车（車）	9	152125134	61	0
U+8F77	轷	軤	轷	A3	三级		⿰车乎	hū	车（車）	9	152134312	28	0
U+8F79	轹	轢	轹	A3	三级		⿰车乐	lì	车（車）	9	152135234	22	0
U+8F7A	轺	軺	轺	A3	三级		⿰车召	yáo	车（車）	9	152153251	301	0
U+663A	昺	昺	昺	A3	三级		⿱日丙	bǐng	日	9	251112534	248	0
U+2AFA2	𪾢	睍	𪾢	A3	三级		⿰目见	xiàn	目	9	251112535	0	0
U+663D	昽	曨	昽	A3	三级		⿰日龙	lóng	日	9	251113534	12	0
U+76F7	盷	盷	盷	A3	三级		⿰目勻	tián	目	9	251113541	5	0
U+54A1	咡	咡	咡	A3	三级		⿰口耳	èr	口	9	251122111	93	0
U+54BA	咺	咺	咺	A3	三级		⿰口亘	xuǎn	口	9	251125111	8	0
U+6633	昳	昳	昳	A3	三级		⿰日失	dié / yì	日	9	251131134	401	0
U+6623	昣	昣	昣	A3	三级		⿰日㐱	zhěn	日	9	251134333	17	0
U+54D2	哒	噠	哒	A3	三级		⿰口达	dā	口	9	251134454	5641	0
U+6624	昤	昤	昤	A3	三级		⿰日令	líng	日	9	251134454	99	0
U+662B	昫	昫	昫	A3	三级		⿰日句	xù	日	9	251135251	29	0
U+6621	昡	昡	昡	A3	三级		⿰日玄	xuàn	日	9	251141554	58	0
U+54A5	咥	咥	咥	A3	三级		⿰口至	dié / xì	口	9	251154121	43	0
U+662A	昪	昪	昪	A3	三级		⿱日弁	biàn	日	9	251154132	50	0
U+8677	虷	虷	虷	A3	三级		⿰虫干	gān / hán	虫	9	251214112	8	0
U+8678	虸	虸	虸	A3	三级		⿰虫子	zǐ	虫	9	251214521	0	0
U+54C3	哃	哃	哃	A3	三级		⿰口同	tóng	口	9	251251251	0	0
U+5CD8	峘	峘	峘	A3	三级		⿰山亘	huán	山	9	252125111	89	0
U+8011	耑	耑	耑	A3	三级		⿱山而	duān	而	9	252132522	101	0
U+5CDB	峛	峛	峛	A3	三级		⿱山列	liè	山	9	252135422	0	0
U+2AA30	𪨰	𪨰	𪨰	A3	三级		⿰山曲	qū	山	9	252251221	0	0
U+5CD7	峗	峗	峗	A3	三级		⿰山危	wéi	山	9	252351355	8	0
U+5CE7	峧	峧	峧	A3	三级		⿰山交	jiāo	山	9	252413434	73	0
U+5E21	帡	帡	帡	A3	三级		⿰巾并	píng	巾	9	252431132	49	0
U+9498	钘	鈃	钘	A3	三级		⿰钅开	xíng	金（釒钅）	9	311151132	34	0
U+2B4E7	𫓧	鈇	𫓧	A3	三级		⿰钅夫	fū	金（釒钅）	9	311151134	0	0
U+949C	钜	鉅	钜	A3	三级		⿰钅巨	jù	金（釒钅）	9	311151515	11382	0
U+2CB2E	𬬮	鋹	𬬮	A3	三级		⿰钅长	chǎng		9	311153154	0	0
U+2CB31	𬬱	釿	𬬱	A3	三级		⿰钅斤	jīn		9	311153312	0	0
U+2CB2D	𬬭	錀	𬬭	A3	三级		⿰钅仑	lún		9	311153435	0	0
U+94AA	钪	鈧	钪	A3	三级		⿰钅亢	kàng	金（釒钅）	9	311154135	200	0
U+94AC	钬	鈥	钬	A3	三级		⿰钅火	huǒ	金（釒钅）	9	311154334	236	0
U+94AD	钭	鈄	钭	A3	三级		⿰钅斗	dǒu / tǒu	金（釒钅）	9	311154412	317	0
U+77E7	矧	矧	矧	A3	三级		⿰矢引	shěn	矢	9	311345152	35	0
U+79EC	秬	秬	秬	A3	三级		⿰禾巨	jù	禾	9	312341515	11	0
U+4FEB	俫	倈	俫	A3	三级		⿰亻来	lái	人（亻）	9	321431234	21	0
U+8201	舁	舁	舁	A3	三级		⿱臼廾	yú	臼（𦥑）	9	321511132	80	0
U+4FDC	俜	俜	俜	A3	三级		⿰亻甹	pīng	人（亻）	9	322512115	45	0
U+4FD9	俙	俙	俙	A3	三级		⿰亻希	xī	人（亻）	9	323413252	12	0
U+4FCD	俍	俍	俍	A3	三级		⿰亻良	liáng	人（亻）	9	324511534	54	0
U+5795	垕	垕	垕	A3	三级		⿱后土	hòu	土	9	331251121	207	0
U+884E	衎	衎	衎	A3	三级		⿴行干	kàn	行	9	332112112	192	0
U+8223	舣	艤	舣	A3	三级		⿰舟义	yǐ	舟	9	335414434	537	0
U+5F07	弇	弇	弇	A3	三级		⿱合廾	yǎn	廾	9	341251132	88	0
U+4FB4	侴	侴	侴	A3	三级		⿱亼⿰丑刂	chǒu	人（亻）	9	341521122	9	0
U+9E27	鸧	鶬	鸧	A3	三级		⿰仑鳥	cāng	鸟（鳥）	9	345535451	9	0
U+43E1	䏡	䏡	䏡	A3	三级		⿰月示	shì	肉（⺼月）	9	351111234	0	0
U+80E0	胠	胠	胠	A3	三级		⿰月去	qū	肉（⺼月）	9	351112154	28	0
U+26676	𦙶	𦙶	𦙶	A3	三级		⿰月古	gǔ	肉（⺼月）	9	351112251	0	0
U+80C8	胈	胈	胈	A3	三级		⿰月犮	bá	肉（⺼月）	9	351113544	6	0
U+80E9	胩	胩	胩	A3	三级		⿰月卡	kǎ	肉（⺼月）	9	351121124	1	0
U+80E3	胣	胣	胣	A3	三级		⿰月㐌	chǐ	肉（⺼月）	9	351131525	3	0
U+670F	朏	朏	朏	A3	三级		⿰月出	fěi	肉（⺼月）	9	351152252	36	0
U+98D0	飐	颭	飐	A3	三级		⿺风占	zhǎn	风（風）	9	353421251	29	0
U+8A04	訄	訄	訄	A3	三级		⿺九言	qiú	言（訁讠）	9	354111251	26	0
U+997B	饻	餏	饻	A3	三级		⿰饣衣	xī	食（飠饣）	9	355413534	4	0
U+5EA4	庤	庤	庤	A3	三级		⿸广寺	zhì	广	9	413121124	4	0
U+75A2	疢	疢	疢	A3	三级		⿸疒火	chèn	疒	9	413414334	9	0
U+70A3	炣	炣	炣	A3	三级		⿰火可	kě	火（灬）	9	433412512	477	0
U+709F	炟	炟	炟	A3	三级		⿰火旦	dá	火（灬）	9	433425111	49	0
U+3DB2	㶲	㶲	㶲	A3	三级		⿰火用	yòng	火（灬）	9	433435112	0	0
U+6D2D	洭	洭	洭	A3	三级		⿰氵匡	kuāng	水（氵氺）	9	441111215	47	0
U+6D18	洘	洘	洘	A3	三级		⿰氵考	kǎo	水（氵氺）	9	441121315	4	0
U+6D13	洓	洓	洓	A3	三级		⿰氵朿	qì	水（氵氺）	9	441125234	0	0
U+6D3F	洿	洿	洿	A3	三级		⿰氵夸	wū	水（氵氺）	9	441134115	42	0
U+3CDA	㳚	㳚	㳚	A3	三级		⿰氵戍	xù	水（氵氺）	9	441134534	0	0
U+6CDA	泚	泚	泚	A3	三级		⿰氵此	cǐ	水（氵氺）	9	441212135	57	0
U+6D48	浈	湞	浈	A3	三级		⿰氵贞	zhēn（旧读zhēng）	水（氵氺）	9	441212534	1081	0
U+6D49	浉	溮	浉	A3	三级		⿰氵师	shī	水（氵氺）	9	441231252	538	0
U+6D38	洸	洸	洸	A3	三级		⿰氵光	guāng	水（氵氺）	9	441243135	2382	0
U+6D11	洑	洑	洑	A3	三级		⿰氵伏	fú / fù	水（氵氺）	9	441321344	167	0
U+6D22	洢	洢	洢	A3	三级		⿰氵伊	yī	水（氵氺）	9	441325113	39	0
U+6D08	洈	洈	洈	A3	三级		⿰氵危	wéi	水（氵氺）	9	441351355	12	0
U+6D1A	洚	洚	洚	A3	三级		⿰氵夅	jiàng	水（氵氺）	9	441354152	30	0
U+6D3A	洺	洺	洺	A3	三级		⿰氵名	míng	水（氵氺）	9	441354251	1624	0
U+6D28	洨	洨	洨	A3	三级		⿰氵交	xiáo	水（氵氺）	9	441413434	320	0
U+6D50	浐	滻	浐	A3	三级		⿰氵产	chǎn	水（氵氺）	9	441414313	8275	0
U+3CD8	㳘	㳘	㳘	A3	三级		⿰氵充	chōng	水（氵氺）	9	441415435	0	0
U+6D34	洴	洴	洴	A3	三级		⿰氵并	píng	水（氵氺）	9	441431132	27	0
U+6D23	洣	洣	洣	A3	三级		⿰氵米	mǐ	水（氵氺）	9	441431234	140	0
U+6054	恔	恔	恔	A3	三级		⿰忄交	jiǎo / xiào	心（忄⺗）	9	442413434	4	0
U+5BAC	宬	宬	宬	A3	三级		⿱宀成	chéng	宀	9	445135534	462	0
U+7A80	窀	窀	窀	A3	三级		⿱宂屯	zhūn	穴	9	445341525	3	0
U+6242	扂	扂	扂	A3	三级		⿸戶占	diàn	户（戶）	9	451321251	1	0
U+8886	袆	褘	袆	A3	三级		⿰衤韦	huī	衣（衤）	9	452341152	271	0
U+794F	祏	祏	祏	A3	三级		⿰示石	shí	示（礻⺬）	9	452413251	3	0
U+7950	祐	祐	祐	A3	三级		⿰示右	yòu	示（礻⺬）	9	452413251	3401	0
U+7955	祕	祕	秘	A3	三级		⿰示必	mì	示（礻⺬）	9	452445434	140	0
U+53DA	叚	叚	叚	A3	三级		⿰𡰥⿱コ又	xiá	又	9	512115154	30	0
U+9667	陧	隉	陧	A3	三级		⿰阝圼	niè	阜（阝）	9	522511121	15	0
U+965E	陞	陞	升	A3	三级		⿰阝𡉼	shēng	阜（阝）	9	523132121	503	0
U+5A00	娀	娀	娀	A3	三级		⿰女戎	sōng	女	9	531113534	7	0
U+59DE	姞	姞	姞	A3	三级		⿰女吉	jí	女	9	531121251	58	0
U+59F1	姱	姱	姱	A3	三级		⿰女夸	kuā	女	9	531134115	11	0
U+59E4	姤	姤	姤	A3	三级		⿰女后	gòu	女	9	531331251	21	0
U+59F6	姶	姶	姶	A3	三级		⿰女合	è	女	9	531341251	4	0
U+59FD	姽	姽	姽	A3	三级		⿰女危	guǐ	女	9	531351355	43	0
U+67B2	枲	枲	枲	A3	三级		⿱厶呆	xǐ	木	9	542511234	8	0
U+7ED6	绖	絰	绖	A3	三级		⿰纟至	dié	糸（糹纟）	9	551154121	10	0
U+9A83	骃	駰	骃	A3	三级		⿰马因	yīn	马（馬）	9	551251341	45	0
U+2C621	𬘡	絪	𬘡	A3	三级		⿰纟因	yīn		9	551251341	0	0
U+2CCFD	𬳽	駪	𬳽	A3	三级		⿰马先	shēn		9	551312135	0	0
U+2C629	𬘩	綎	𬘩	A3	三级		⿰纟廷	tīng		9	551312154	0	0
U+2B127	𫄧	綖	𫄧	A3	三级		⿰纟延	yán	糸（糹纟）	10	551321554	0	0
U+5F56	彖	彖	彖	A3	三级		⿱彐𧰨	tuàn	彐（⺕彑）	9	551353334	177	0
U+9A89	骉	驫	骉	A3	三级		⿱马⿰马马	biāo	马（馬）	9	551551551	255	0
U+605D	恝	恝	恝	A3	三级		⿱㓞心	jiá	心（忄⺗）	10	1112534544	115	0
U+73EA	珪	珪	珪	A3	三级		⿰王圭	guī	玉（𤣩王）	10	1121121121	1889	0
U+73DB	珛	珛	珛	A3	三级		⿰王有	xiù	玉（𤣩王）	10	1121132511	0	0
U+73F9	珹	珹	珹	A3	三级		⿰王成	chéng	玉（𤣩王）	10	1121135534	23	0
U+740A	琊	琊	琊	A3	三级		⿰王邪	yá	玉（𤣩王）	10	1121152352	2392	0
U+73BC	玼	玼	玼	A3	三级		⿰王此	cī / cǐ	玉（𤣩王）	10	1121212135	7	0
U+73D6	珖	珖	珖	A3	三级		⿰王光	guāng	玉（𤣩王）	10	1121243135	94	0
U+2A7DD	𪟝	勣	𪟝	A3	三级		⿰责力	jì	力	10	1121253453	0	0
U+73FD	珽	珽	珽	A3	三级		⿰王廷	tǐng	玉（𤣩王）	10	1121312154	201	0
U+73E6	珦	珦	珦	A3	三级		⿰王向	xiàng	玉（𤣩王）	10	1121325251	20	0
U+73EB	珫	珫	珫	A3	三级		⿰王充	chōng	玉（𤣩王）	10	1121415435	4	0
U+73D2	珒	珒	珒	A3	三级		⿰王聿	jīn	玉（𤣩王）	10	1121511112	5	0
U+2C364	𬍤	璕	𬍤	A3	三级		⿰王寻	xún		10	1121511124	0	0
U+73E2	珢	珢	珢	A3	三级		⿰王艮	yín	玉（𤣩王）	10	1121511534	1	0
U+73D5	珕	珕	珕	A3	三级		⿰王劦	lì	玉（𤣩王）	10	1121535353	2	0
U+73DD	珝	珝	珝	A3	三级		⿰王羽	xǔ	玉（𤣩王）	10	1121541541	52	0
U+2BB7C	𫭼	𡑍	𫭼	A3	三级		⿰土劳	láo		10	1211224553	0	0
U+57D7	埗	埗	埗	A3	三级		⿰土步	bù	土	10	1212121233	2762	0
U+57BE	垾	垾	垾	A3	三级		⿰土旱	hàn	土	10	1212511112	87	0
U+57BA	垺	垺	垺	A3	三级		⿰土孚	fú	土	10	1213443521	5	0
U+57C6	埆	埆	埆	A3	三级		⿰土角	què	土	10	1213535112	4	0
U+57BF	垿	垿	垿	A3	三级		⿰土序	xù	土	10	1214135452	26	0
U+57CC	埌	埌	埌	A3	三级		⿰土良	làng	土	10	1214511534	128	0
U+57C7	埇	埇	埇	A3	三级		⿰土甬	yǒng	土	10	1215425112	1538	0
U+83B0	莰	莰	莰	A3	三级		⿱艹坎	kǎn	艸（艹）	10	1221213534	53	0
U+831D	茝	茝	茝	A3	三级		⿱艹𦣝	chǎi	艸（艹）	10	1221225125	61	0
U+2C72F	𬜯	䓣	𬜯	A3	三级		⿱艹两	liǎng		10	1221253434	0	0
