char	code	code_short	code_more	units	flag
竟	ujqb	ujq		〖󰄓※󰃋※󰃺※󰀅〗	折·上下〔乛 ⿱〕
商	yumk	yum		〖󰄶※󰄒※󰃜※󰃏〗	
族	yttd	ytt		〖󰄸※󰁿※󰁿※󰂝〗	
旋	ytnh			〖󰄸※󰁿※󰃦※󰁾〗	
望	yneg			〖󰄶※󰄃※󰂧※󰂷〗	
率	yxif	yx		〖󰄶※󰄩※󰀪※󰂱〗	
阎	uqed	uqe		〖󰄙※󰃸※󰂪※󰀌〗	横·杂合〔一 ⿻〕
阐	uujf	uuj		〖󰄙※󰄒※󰃋※󰂱〗	
着	uhf	uh		〖󰄝※󰂼※󰀘〗	横·上下〔一 ⿱〕
羚	uwyc			〖󰄝※󰄤※󰄼※󰁻〗	
盖	uglf	ugl		〖󰄒※󰂷※󰃕※󰀘〗	横·上下〔一 ⿱〕
眷	ughf			〖󰄒※󰂹※󰂼※󰀘〗	横·上下〔一 ⿱〕
粘	ohkg			〖󰃪※󰀥※󰃏※󰀝〗	横·左右〔一 ⿰〕
粗	oegg	oe/oeg		〖󰃪※󰀐※󰂶※󰀝〗	横·左右〔一 ⿰〕
粒	oug	ou		〖󰃪※󰄓※󰀝〗	横·左右〔一 ⿰〕
断	onrh	on/onr		〖󰃪※󰄃※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
剪	uejv			〖󰄕※󰂧※󰃉※󰄠〗	
兽	ulgk	ulg		〖󰄒※󰃐※󰂶※󰃏〗	
焊	ojfh	ojf		〖󰃩※󰃋※󰂰※󰀢〗	竖·左右〔丨 ⿰〕
焕	oqmd	oqm		〖󰃩※󰃸※󰀿※󰂝〗	
清	igeg	ige		〖󰃁※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
添	igdn	igd		〖󰃁※󰂶※󰂝※󰃤〗	
鸿	iaqg	iaq		〖󰃁※󰂆※󰁠※󰂶〗	
淋	issy	iss		〖󰃁※󰄅※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
涯	idff	idf		〖󰃁※󰂡※󰂮※󰂮〗	
淹	idjn	idj		〖󰃁※󰂝※󰃋※󰄻〗	
渠	ians			〖󰃁※󰂋※󰁃※󰄅〗	
渐	ilrh	ilr		〖󰃁※󰃖※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
淑	ihic	ihi		〖󰃁※󰂽※󰃅※󰂘〗	
淌	iimk	iim		〖󰃁※󰃆※󰃜※󰃏〗	
混	ijxx	ijx		〖󰃁※󰃋※󰁴※󰄮〗	
淮	iwyg	iwy		〖󰃁※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
淆	irde	ird		〖󰃁※󰄄※󰁼※󰂧〗	
渊	itoh			〖󰃁※󰄋※󰃪※󰂺〗	
淫	ietf	iet		〖󰃁※󰂦※󰄋※󰂯〗	
渔	iqgg			〖󰃁※󰁢※󰂶※󰀝〗	横·左右〔一 ⿰〕
淘	iqtb	iqt		〖󰃁※󰃷※󰁿※󰂔〗	
淳	iybg	iyb		〖󰃁※󰁸※󰂍※󰀝〗	横·左右〔一 ⿰〕
液	iywy	iyw		〖󰃁※󰄶※󰄥※󰄼〗	
淤	iywu			〖󰃁※󰄸※󰄤※󰁦〗	
淡	iooy	ioo		〖󰃁※󰃩※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
淀	ipgh			〖󰃁※󰃰※󰂶※󰁾〗	
深	ipws			〖󰃁※󰃱※󰄦※󰄅〗	
涮	inmj			〖󰃁※󰃡※󰃜※󰃉〗	
涵	ibib	ibi		〖󰃁※󰂒※󰀪※󰂔〗	
婆	ibvf	ibv		〖󰃁※󰂗※󰄟※󰀘〗	横·上下〔一 ⿱〕
梁	ivws	ivw		〖󰃁※󰄠※󰄦※󰄅〗	
渗	icde	icd		〖󰃁※󰂙※󰂝※󰂥〗	
情	ngeg	nge		〖󰃣※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
惜	najg			〖󰃣※󰁺※󰃋※󰀝〗	横·左右〔一 ⿰〕
惭	nlrh	nl/nlr		〖󰃣※󰃖※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
悼	nhjh			〖󰃣※󰀥※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
惧	nhwy	nhw		〖󰃣※󰀣※󰄦※󰁶〗	捺·左右〔丶 ⿰〕
惕	njqr	njq		〖󰃣※󰃋※󰃷※󰁤〗	
惟	nwyg	nwy		〖󰃣※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
惊	nyiy			〖󰃣※󰁸※󰃅※󰁶〗	捺·左右〔丶 ⿰〕
惦	nohk	noh		〖󰃣※󰃫※󰀥※󰃏〗	
悴	nywf			〖󰃣※󰄶※󰄤※󰂱〗	
惋	npqb			〖󰃣※󰃰※󰃹※󰂑〗	
惨	ncde	ncd		〖󰃣※󰂙※󰂝※󰂥〗	
惯	nxmy	nxm		〖󰃣※󰄯※󰃚※󰁶〗	捺·左右〔丶 ⿰〕
寇	pfqc			〖󰃰※󰂭※󰃺※󰂘〗	
寅	pgmw	pgm		〖󰃰※󰂶※󰃙※󰄦〗	
寄	pdsk	pds		〖󰃰※󰂝※󰄆※󰃏〗	
寂	phic	ph/phi		〖󰃰※󰂽※󰃅※󰂘〗	
宿	pwdj			〖󰃰※󰄥※󰂢※󰃋〗	
窒	pwgf			〖󰃰※󰄦※󰂶※󰂮〗	
窑	pwtb			〖󰃰※󰄦※󰁿※󰂔〗	
密	pntm	pnt		〖󰃰※󰃢※󰄋※󰃘〗	
谋	yfsy	yfs		〖󰄵※󰂴※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
谍	yans	yan		〖󰄵※󰂊※󰄃※󰄅〗	
谎	yayk	yay		〖󰄵※󰄖※󰄶※󰀸〗	
谐	yxxr	yxx		〖󰄵※󰁴※󰄮※󰃽〗	
袱	puwd			〖󰃳※󰁧※󰄥※󰂣〗	
祷	pydf	pyd		〖󰃲※󰁶※󰂜※󰂳〗	
祸	pykw			〖󰃲※󰁶※󰃏※󰄤〗	
谓	yleg	yle		〖󰄵※󰃐※󰂧※󰀝〗	横·左右〔一 ⿰〕
谚	yute	yut		〖󰄵※󰄓※󰄋※󰂥〗	
谜	yopy			〖󰄵※󰃪※󰃮※󰁶〗	捺·左右〔丶 ⿰〕
逮	vipi	vip		〖󰁬※󰃃※󰃮※󰀦〗	捺·杂合〔丶 ⿻〕
敢	nbty	nb/nbt		〖󰃦※󰂐※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
尉	nfif			〖󰃡※󰂭※󰃅※󰂳〗	
屠	nftj	nft		〖󰃡※󰂮※󰄋※󰃋〗	
弹	xujf	xuj		〖󰄬※󰄒※󰃋※󰂱〗	
隋	bdae	bda		〖󰂏※󰁼※󰂆※󰂧〗	
堕	bdef			〖󰂏※󰁼※󰂧※󰂮〗	
随	bdep	bde		〖󰂏※󰁼※󰂧※󰃮〗	
蛋	nhju	nhj		〖󰃦※󰁾※󰃍※󰁧〗	捺·上下〔丶 ⿱〕
隅	bjmy	bjm		〖󰂏※󰃋※󰃜※󰄼〗	
隆	btgg	btg		〖󰂏※󰄐※󰂶※󰁽〗	
隐	bqvn	bqv		〖󰂏※󰃸※󰄢※󰃢〗	
婚	vqaj	vq/vqa		〖󰄟※󰁚※󰀁※󰃊〗	
婶	vpjh	vpj		〖󰄟※󰃰※󰃋※󰂺〗	
婉	vpqb	vpq		〖󰄟※󰃰※󰃹※󰂑〗	
颇	bdmy	bdm		〖󰂗※󰂢※󰃚※󰁶〗	捺·左右〔丶 ⿰〕
颈	cadm	cad		〖󰀉※󰂆※󰂢※󰃚〗	
绩	xgmy	xgm		〖󰄪※󰁽※󰃚※󰁶〗	捺·左右〔丶 ⿰〕
绪	xftj	xft		〖󰄪※󰂮※󰄋※󰃊〗	
续	xfnd	xfn		〖󰄪※󰂱※󰃦※󰂝〗	
骑	cgdk			〖󰀊※󰀞※󰂝※󰃏〗	
绰	xhjh	xhj		〖󰄪※󰀥※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
绳	xkjn			〖󰄪※󰃏※󰃋※󰄻〗	
维	xwyg	xwy		〖󰄪※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
绵	xrmh	xr/xrm		〖󰄪※󰃽※󰃜※󰂺〗	
绷	xeeg	xee		〖󰄪※󰂧※󰂧※󰀝〗	横·左右〔一 ⿰〕
绸	xmfk	xmf		〖󰄪※󰀼※󰂮※󰃏〗	
综	xpfi	xp/xpf		〖󰄪※󰃰※󰂭※󰃅〗	
绽	xpgh	xpg		〖󰄪※󰃰※󰂶※󰁾〗	
绿	xviy	xvi		〖󰄪※󰁭※󰃃※󰁶〗	捺·左右〔丶 ⿰〕
缀	xccc	xcc		〖󰄪※󰂘※󰂘※󰂘〗	
巢	vjsu	vjs		〖󰄞※󰃋※󰄅※󰁧〗	捺·上下〔丶 ⿱〕
琴	ggwn	ggw		〖󰂷※󰂷※󰄤※󰃦〗	
琳	gssy	gss		〖󰂷※󰄅※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
琢	ggey	gge		〖󰂷※󰂶※󰀓※󰄼〗	
琼	gyiy			〖󰂷※󰁸※󰃅※󰁶〗	捺·左右〔丶 ⿰〕
斑	gygg	gyg		〖󰂷※󰄷※󰂷※󰀝〗	横·左右〔一 ⿰〕
替	ggjf	ggj		〖󰂹※󰂹※󰃊※󰀘〗	横·上下〔一 ⿱〕
揍	rdwd			〖󰃿※󰂜※󰄤※󰂝〗	
款	ffiw	ffi		〖󰂯※󰂭※󰃅※󰄤〗	
堪	fdwn	fdw		〖󰂮※󰀎※󰄦※󰄃〗	
塔	fawk	faw		〖󰂮※󰄖※󰄤※󰃏〗	
搭	rawk			〖󰃿※󰄖※󰄤※󰃏〗	
堰	fajv			〖󰂮※󰂋※󰃋※󰄟〗	
揩	rxxr			〖󰃿※󰁴※󰄮※󰃽〗	
越	fhan	fha		〖󰂮※󰁾※󰂇※󰁐〗	
趁	fhwe			〖󰂮※󰁾※󰄤※󰂥〗	
趋	fhqv	fhq		〖󰂮※󰁾※󰃸※󰄢〗	
超	fhvk	fhv		〖󰂮※󰁾※󰄠※󰃏〗	
揽	rjtq	rjt		〖󰃿※󰀭※󰁿※󰁜〗	
堤	fjgh			〖󰂮※󰃋※󰂶※󰁾〗	
提	rjgh	rj		〖󰃿※󰃊※󰂶※󰁾〗	
博	fsfy	fsf		〖󰂱※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
揭	rjqn	rjq		〖󰃿※󰃋※󰃷※󰄃〗	
喜	fkuk	fku		〖󰂯※󰃏※󰄕※󰃏〗	
彭	fkue			〖󰂯※󰃏※󰄕※󰂥〗	
揣	rmdj	rmd		〖󰃿※󰃘※󰂢※󰀭〗	
插	rtfe			〖󰃿※󰄋※󰂱※󰂪〗	
揪	rtoy			〖󰃿※󰄌※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
搜	rehc			〖󰃿※󰂪※󰂺※󰂘〗	
煮	ftjo			〖󰂮※󰄋※󰃋※󰃨〗	
援	regc	reg		〖󰃿※󰂦※󰂶※󰂘〗	
搀	rqku			〖󰃿※󰃸※󰃏※󰁦〗	
裁	faye	fay		〖󰂱※󰂇※󰄶※󰀔〗	
搁	rutk	rut		〖󰃿※󰄙※󰄐※󰃏〗	
搓	ruag			〖󰃿※󰄝※󰂆※󰀝〗	横·左右〔一 ⿰〕
搂	rovg	rov		〖󰃿※󰃪※󰄟※󰀝〗	横·左右〔一 ⿰〕
搅	ripq			〖󰃿※󰀧※󰃱※󰁜〗	
壹	fpgu	fpg		〖󰂯※󰃱※󰂶※󰄕〗	
握	rngf	rng		〖󰃿※󰃡※󰂶※󰂮〗	
搔	rcyj			〖󰃿※󰂘※󰄼※󰃍〗	
揉	rcns			〖󰃿※󰁻※󰃦※󰄅〗	
斯	dwrh	dwr		〖󰀎※󰄦※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
期	dweg	dwe		〖󰀎※󰄦※󰂧※󰀝〗	横·左右〔一 ⿰〕
欺	dwqw	dwq		〖󰀎※󰄦※󰄾※󰄤〗	
联	budy	bu/bud		〖󰂐※󰄕※󰂝※󰁶〗	捺·左右〔丶 ⿰〕
葫	adef			〖󰄖※󰂟※󰂧※󰀘〗	横·上下〔一 ⿱〕
散	aety			〖󰁺※󰂧※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
惹	adkn			〖󰄖※󰁼※󰃏※󰃢〗	
葬	agqa	agq		〖󰄖※󰂶※󰃹※󰂉〗	
募	ajde			〖󰄖※󰃋※󰂝※󰂫〗	
葛	ajqn	ajq		〖󰄖※󰃋※󰃷※󰄃〗	
董	atgf	atg		〖󰄖※󰄋※󰂶※󰂮〗	
葡	aqsu	aqs		〖󰄖※󰃷※󰄊※󰁧〗	捺·上下〔丶 ⿱〕
敬	aqkt			〖󰄖※󰃷※󰃏※󰄏〗	
葱	aqrn	aqr		〖󰄖※󰃷※󰁤※󰃢〗	
蒋	auqf	au		〖󰄖※󰄿※󰃹※󰂳〗	
蒂	ayuh	ayu		〖󰄖※󰄶※󰄒※󰂺〗	
落	aitk			〖󰄖※󰃁※󰄐※󰃏〗	
韩	fjfh			〖󰂱※󰃌※󰂭※󰂺〗	
朝	fjeg	fje		〖󰂱※󰃌※󰂧※󰀝〗	横·左右〔一 ⿰〕
辜	duj	du		〖󰂟※󰄔※󰀬〗	竖·上下〔丨 ⿱〕
葵	awgd	awg		〖󰄖※󰄧※󰂶※󰂝〗	
棒	sdwg			〖󰄅※󰂜※󰄤※󰀟〗	
棱	sfwt	sfw		〖󰄅※󰂮※󰄦※󰄐〗	
棋	sdwy	sdw		〖󰄅※󰀎※󰄦※󰁶〗	捺·左右〔丶 ⿰〕
椰	sbbh	sbb		〖󰄅※󰂐※󰂏※󰀢〗	竖·左右〔丨 ⿰〕
植	sfhg			〖󰄅※󰂱※󰀣※󰀝〗	横·左右〔一 ⿰〕
森	sssu	sss		〖󰄅※󰄅※󰄅※󰁧〗	捺·上下〔丶 ⿱〕
焚	ssou	sso		〖󰄅※󰄅※󰃩※󰁧〗	捺·上下〔丶 ⿱〕
椅	sdsk	sds		〖󰄅※󰂝※󰄆※󰃏〗	
椒	shic	shi		〖󰄅※󰂽※󰃅※󰂘〗	
棵	sjsy	sjs		〖󰄅※󰃋※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
棍	sjxx	sjx		〖󰄅※󰃋※󰁴※󰄮〗	
椎	swyg	swy		〖󰄅※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
棉	srmh	srm		〖󰄅※󰃽※󰃜※󰂺〗	
棚	seeg	see		〖󰄅※󰂧※󰂧※󰀝〗	横·左右〔一 ⿰〕
棕	spfi	spf		〖󰄅※󰃰※󰂭※󰃅〗	
棺	spng	spn		〖󰄅※󰃰※󰃧※󰀝〗	横·左右〔一 ⿰〕
榔	syvb	syv		〖󰄅※󰄼※󰁮※󰂏〗	
椭	sbde	sbd		〖󰄅※󰂏※󰁼※󰂧〗	
惠	gjhn	gjh		〖󰂶※󰃋※󰂺※󰃢〗	
惑	akgn			〖󰂇※󰃏※󰀞※󰃢〗	
逼	gklp			〖󰂶※󰃏※󰃐※󰃮〗	
粟	sou			〖󰄈※󰃪※󰁧〗	捺·上下〔丶 ⿱〕
棘	smsm	sms		〖󰄅※󰃜※󰄅※󰃜〗	
酣	sgfg	sgf		〖󰄇※󰂶※󰂴※󰀝〗	横·左右〔一 ⿰〕
酥	sgty			〖󰄇※󰂶※󰄌※󰁶〗	捺·左右〔丶 ⿰〕
厨	dgkf			〖󰂡※󰂶※󰃏※󰂳〗	
厦	ddht	ddh		〖󰂡※󰂢※󰂼※󰄐〗	
硬	dgjr	dgj		〖󰂠※󰂶※󰃋※󰄄〗	
硝	dieg	die		〖󰂠※󰃆※󰂧※󰀝〗	横·左右〔一 ⿰〕
确	dqeh	dqe		〖󰂠※󰃸※󰂨※󰀢〗	竖·左右〔丨 ⿰〕
硫	dyck	dyc		〖󰂠※󰄶※󰂙※󰀸〗	
雁	dwwy	dww		〖󰂡※󰄥※󰄥※󰁷〗	
殖	gqfh	gqf		〖󰂶※󰃹※󰂱※󰀣〗	
裂	gqje			〖󰂶※󰃹※󰃉※󰀔〗	
雄	dcwy	dcw		〖󰁼※󰂙※󰄥※󰁷〗	
颊	gudm			〖󰂶※󰄒※󰂝※󰃚〗	
雳	fder			〖󰀙※󰂡※󰂫※󰁣〗	丿·上下〔丿 ⿱〕
暂	lrjf	lrj		〖󰃖※󰄀※󰃋※󰀘〗	横·上下〔一 ⿱〕
雅	ahty			〖󰀄※󰂻※󰄋※󰁷〗	
翘	atgn			〖󰀁※󰄋※󰂶※󰃥〗	
辈	hdhl			〖󰂺※󰂜※󰂺※󰃖〗	
悲	hdhn	hdh		〖󰂺※󰂜※󰂺※󰃢〗	
紫	hxxi	hxx		〖󰂾※󰄮※󰄩※󰃅〗	
凿	oufb			〖󰃬※󰄕※󰂱※󰂔〗	
辉	igql			〖󰃆※󰂶※󰃺※󰃖〗	
敞	imkt			〖󰃆※󰃜※󰃏※󰄏〗	
棠	ipks			〖󰃆※󰃱※󰃏※󰄅〗	
赏	ipkm			〖󰃆※󰃱※󰃏※󰃚〗	
掌	ipkr			〖󰃆※󰃱※󰃏※󰃾〗	
晴	jgeg	jge		〖󰃊※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
睐	hgus			〖󰂼※󰂶※󰄒※󰄅〗	
暑	jftj	jft		〖󰃋※󰂮※󰄋※󰃋〗	
最	jbcu	jb/jbc		〖󰃋※󰂐※󰂘※󰁧〗	捺·上下〔丶 ⿱〕
晰	jsrh	jsr		〖󰃊※󰄅※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
量	jgjf	jg/jgj		〖󰃋※󰂶※󰃋※󰂮〗	
鼎	hndn	hnd		〖󰂼※󰁕※󰂢※󰁈〗	
喷	kfam	kfa		〖󰃏※󰂱※󰄖※󰃚〗	
喳	ksjg	ksj		〖󰃏※󰄅※󰃋※󰂶〗	
晶	jjjf	jjj		〖󰃊※󰃊※󰃊※󰀘〗	横·上下〔一 ⿱〕
喇	kskj			〖󰃏※󰄅※󰃏※󰃉〗	
遇	jmhp	jm		〖󰃋※󰃜※󰂺※󰃮〗	
喊	kdgk			〖󰃏※󰂤※󰂶※󰃏〗	
遏	jqwp	jqw		〖󰃊※󰃷※󰄤※󰃮〗	
晾	jyiy			〖󰃊※󰁸※󰃅※󰁶〗	捺·左右〔丶 ⿰〕
景	jyiu	jyi		〖󰃋※󰁸※󰃅※󰁧〗	捺·上下〔丶 ⿱〕
畴	ldtf	ldt		〖󰃐※󰂜※󰄋※󰂳〗	
践	khga	khg		〖󰃏※󰂾※󰂶※󰂇〗	
跋	khdy			〖󰃏※󰂾※󰁼※󰄼〗	
跌	khtg			〖󰃏※󰂾※󰄋※󰂹〗	
跑	khqn	khq		〖󰃏※󰂾※󰃷※󰃠〗	
跛	khby			〖󰃏※󰂾※󰂗※󰁶〗	捺·左右〔丶 ⿰〕
遗	khgp			〖󰃏※󰂺※󰂶※󰃮〗	
蛙	jffg	jff		〖󰃍※󰂮※󰂮※󰀝〗	横·左右〔一 ⿰〕
蛛	jtfy	jtf		〖󰃍※󰄋※󰂵※󰁶〗	捺·左右〔丶 ⿰〕
蜓	jtfp			〖󰃍※󰄋※󰂯※󰃯〗	
蜒	jthp			〖󰃍※󰄋※󰀥※󰃯〗	
蛤	jwgk	jw/jwg		〖󰃍※󰄤※󰂶※󰃏〗	
喝	kjqn	kjq		〖󰃏※󰃋※󰃷※󰄃〗	
鹃	keqg	keq		〖󰃏※󰂧※󰁠※󰂶〗	
喂	klge	kl/klg		〖󰃏※󰃐※󰂶※󰀖〗	
喘	kmdj	kmd		〖󰃏※󰃘※󰂢※󰀭〗	
喉	kwnd			〖󰃏※󰄥※󰁄※󰂝〗	
喻	kwgj			〖󰃏※󰄤※󰂶※󰃉〗	
啼	kyuh	kyu		〖󰃏※󰄶※󰄒※󰂺〗	
喧	kpgg	kp/kpg		〖󰃏※󰃰※󰂶※󰂶〗	
嵌	mfqw	mfq		〖󰃘※󰂴※󰄾※󰄤〗	
幅	mhgl	mhg		〖󰃜※󰂺※󰂶※󰃐〗	
帽	mhjh	mhj		〖󰃜※󰂺※󰀰※󰂼〗	
赋	mgay	mg		〖󰃚※󰂶※󰀁※󰄼〗	
赌	mftj			〖󰃚※󰂮※󰄋※󰃊〗	
赎	mfnd	mfn		〖󰃚※󰂱※󰃦※󰂝〗	
赐	mjqr	mjq		〖󰃚※󰃋※󰃷※󰁤〗	
赔	mukg	muk		〖󰃚※󰄓※󰃏※󰀝〗	横·左右〔一 ⿰〕
黑	lfou	lfo		〖󰀹※󰂮※󰃨※󰁧〗	捺·上下〔丶 ⿱〕
铸	qdtf	qdt		〖󰃵※󰂜※󰄋※󰂳〗	
铺	qsy			〖󰃵※󰄊※󰁶〗	捺·左右〔丶 ⿰〕
链	qlpy	qlp		〖󰃵※󰃖※󰃮※󰁶〗	捺·左右〔丶 ⿰〕
销	qieg	qie		〖󰃵※󰃆※󰂧※󰀝〗	横·左右〔一 ⿰〕
锁	qimy	qim		〖󰃵※󰃆※󰃚※󰁶〗	捺·左右〔丶 ⿰〕
锄	qege			〖󰃵※󰀐※󰀞※󰂫〗	
锅	qkmw	qkm		〖󰃵※󰃏※󰃜※󰄤〗	
锈	qtbt			〖󰃵※󰄌※󰂖※󰁥〗	丿·左右〔丿 ⿰〕
锋	qtdh	qtd		〖󰃵※󰄐※󰂜※󰂺〗	
锌	quh			〖󰃵※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
锐	qukq	quk		〖󰃵※󰄒※󰃏※󰃺〗	
甥	tgle			〖󰄋※󰁽※󰃐※󰂫〗	
掰	rwvr			〖󰂀※󰄦※󰄠※󰃾〗	
短	tdgu	tdg		〖󰁿※󰂝※󰂶※󰄕〗	
智	tdkj			〖󰁿※󰂝※󰃏※󰃊〗	
氮	rooi	roo		〖󰄂※󰃩※󰃩※󰀦〗	捺·杂合〔丶 ⿻〕
毯	eooi	eoo		〖󰂬※󰃩※󰃩※󰀦〗	捺·杂合〔丶 ⿻〕
氯	rvii	rvi		〖󰄂※󰁭※󰃃※󰀦〗	捺·杂合〔丶 ⿻〕
鹅	trng			〖󰄋※󰃿※󰁒※󰂶〗	
剩	tuxj			〖󰄌※󰁩※󰄮※󰃉〗	
稍	tieg	tie		〖󰄌※󰃆※󰂧※󰀝〗	横·左右〔一 ⿰〕
程	tkgg			〖󰄌※󰃏※󰂷※󰀝〗	横·左右〔一 ⿰〕
稀	trdh	tr/trd		〖󰄌※󰄄※󰁼※󰂺〗	
税	tukq	tuk		〖󰄌※󰄒※󰃏※󰃺〗	
筐	tagf	tag		〖󰄍※󰂋※󰂷※󰀘〗	横·上下〔一 ⿱〕
等	tffu	tf		〖󰄍※󰂮※󰂳※󰁧〗	捺·上下〔丶 ⿱〕
筑	tawy	taw		〖󰄍※󰂆※󰄨※󰄼〗	
策	tsmb	tsm		〖󰄍※󰄅※󰃜※󰀅〗	折·上下〔乛 ⿱〕
筛	tjgh			〖󰄍※󰀮※󰂶※󰂺〗	
筒	tmgk			〖󰄍※󰃜※󰂶※󰃏〗	
筏	twau	twa		〖󰄍※󰄥※󰂇※󰁧〗	捺·上下〔丶 ⿱〕
答	twgk	tw		〖󰄍※󰄤※󰂶※󰃏〗	
筋	teer			〖󰄍※󰂧※󰂫※󰁣〗	丿·上下〔丿 ⿱〕
筝	tqvh			〖󰄍※󰃸※󰁬※󰂻〗	
傲	wgqt			〖󰄥※󰁽※󰁡※󰄏〗	
傅	wsfy	wsf		〖󰄥※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
牌	thgf			〖󰄋※󰂺※󰂶※󰂱〗	
堡	wksf			〖󰄥※󰃏※󰄅※󰂮〗	
集	wysu	wys		〖󰄥※󰁷※󰄅※󰁧〗	捺·上下〔丶 ⿱〕
焦	wyou	wyo		〖󰄥※󰁷※󰃨※󰁧〗	捺·上下〔丶 ⿱〕
傍	wyuy	wyu		〖󰄥※󰄶※󰄒※󰄸〗	
储	wyfj	wyf		〖󰄥※󰄵※󰂮※󰃋〗	
皓	rtfk			〖󰃽※󰄋※󰂮※󰃏〗	
皖	rpfq	rpf		〖󰃽※󰃰※󰂭※󰃺〗	
粤	tlon	tlo		〖󰄋※󰃒※󰃪※󰁔〗	
奥	tmod	tmo		〖󰄋※󰀿※󰃪※󰂝〗	
街	tffs			〖󰄎※󰂮※󰂮※󰄆〗	
惩	tghn			〖󰄎※󰂶※󰂾※󰃢〗	
御	ttgb	ttg		〖󰄎※󰁿※󰂶※󰂕〗	
循	trfh	trf		〖󰄎※󰃼※󰂱※󰂼〗	
艇	tutp	tut		〖󰄋※󰁪※󰄋※󰃯〗	
舒	wfkh			〖󰄤※󰂰※󰃏※󰂻〗	
逾	wgep			〖󰄤※󰂶※󰂧※󰃮〗	
番	tolf	tol		〖󰄋※󰃪※󰃐※󰀘〗	横·上下〔一 ⿱〕
释	tocg	toc		〖󰄋※󰃪※󰂘※󰀟〗	
禽	wyrc			〖󰄤※󰄶※󰄄※󰂙〗	
腊	eajg			〖󰂧※󰁺※󰃊※󰀝〗	横·左右〔一 ⿰〕
脾	ertf	ert		〖󰂧※󰃽※󰄋※󰂱〗	
腋	eywy			〖󰂧※󰄶※󰄥※󰄼〗	
腔	epwa	epw		〖󰂧※󰃰※󰄦※󰂆〗	
腕	epqb	epq		〖󰂧※󰃰※󰃹※󰂑〗	
鲁	qgjf	qgj		〖󰁢※󰂶※󰃋※󰀘〗	横·上下〔一 ⿱〕
猩	qtjg			〖󰃻※󰁥※󰃋※󰁽〗	
猬	qtle			〖󰃻※󰁥※󰃐※󰂧〗	
猾	qtme			〖󰃻※󰁥※󰀾※󰂧〗	
猴	qtwd	qtw		〖󰃻※󰁥※󰄥※󰂝〗	
惫	tlnu	tln		〖󰄐※󰃐※󰃢※󰁧〗	捺·上下〔丶 ⿱〕
然	qdou	qd/qdo		〖󰁝※󰂣※󰃨※󰁧〗	捺·上下〔丶 ⿱〕
馈	qnkm	qnk		〖󰄾※󰁐※󰃏※󰃚〗	
馋	qnqu			〖󰄾※󰁐※󰃸※󰁦〗	
装	ufye	ufy		〖󰄿※󰂯※󰄶※󰀔〗	
蛮	yoju	yoj		〖󰄶※󰁗※󰃍※󰁧〗	捺·上下〔丶 ⿱〕
就	yidy	yi/yid		〖󰁸※󰃅※󰁼※󰄼〗	
敦	ybty	ybt		〖󰁸※󰂎※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
斌	ygay	yga		〖󰄷※󰂶※󰀁※󰄼〗	
痘	ugku			〖󰄛※󰂶※󰃏※󰄕〗	
痢	utjk	utj		〖󰄛※󰄌※󰃉※󰀵〗	竖·杂合〔丨 ⿻〕
痪	uqmd	uqm		〖󰄛※󰃸※󰀿※󰂝〗	
痛	ucek	uc/uce		〖󰄛※󰁻※󰀒※󰀵〗	竖·杂合〔丨 ⿻〕
童	ujff			〖󰄓※󰃋※󰂮※󰀘〗	横·上下〔一 ⿱〕
竣	ucwt	ucw		〖󰄓※󰂙※󰄦※󰄐〗	
阔	uitd	uit		〖󰄙※󰃁※󰄋※󰂟〗	
善	uukf			〖󰄜※󰄕※󰃏※󰀘〗	横·上下〔一 ⿱〕
翔	ung			〖󰄝※󰃥※󰀝〗	横·左右〔一 ⿰〕
羡	uguw	ugu		〖󰄒※󰂷※󰄑※󰄤〗	
普	uojf	uo/uoj		〖󰄕※󰃬※󰃊※󰀘〗	横·上下〔一 ⿱〕
