char	code	code_short	code_more	units	flag
粪	oawu	oaw		〖󰃪※󰁺※󰄦※󰁧〗	捺·上下〔丶 ⿱〕
尊	usgf	usg		〖󰄒※󰄇※󰂶※󰂳〗	
奠	usgd			〖󰄒※󰄇※󰂶※󰂝〗	
道	uthp	ut		〖󰄕※󰄋※󰂼※󰃮〗	
遂	uepi	uep		〖󰄕※󰀓※󰃮※󰀦〗	捺·杂合〔丶 ⿻〕
曾	uljf	ulj		〖󰄒※󰀺※󰃋※󰀘〗	横·上下〔一 ⿱〕
焰	oqeg	oqe		〖󰃩※󰃸※󰂪※󰀝〗	横·左右〔一 ⿰〕
港	iawn			〖󰃁※󰁺※󰄦※󰃠〗	
滞	igkh	igk		〖󰃁※󰂶※󰀶※󰂺〗	
湖	ideg	ide		〖󰃁※󰂟※󰂧※󰀝〗	横·左右〔一 ⿰〕
湘	ishg			〖󰃁※󰄅※󰂼※󰀝〗	横·左右〔一 ⿰〕
渣	isjg			〖󰃁※󰄅※󰃋※󰂶〗	
渤	ifpe	ifp		〖󰃁※󰂱※󰃱※󰂫〗	
渺	ihit			〖󰃁※󰂼※󰃅※󰄋〗	
湿	ijog	ijo		〖󰃁※󰃋※󰃬※󰀝〗	横·左右〔一 ⿰〕
温	ijlg	ijl		〖󰃁※󰃋※󰃕※󰀝〗	横·左右〔一 ⿰〕
渴	ijqn	ijq		〖󰃁※󰃋※󰃷※󰄃〗	
溃	ikhm	ik/ikh		〖󰃁※󰃏※󰂺※󰃚〗	
溅	imga			〖󰃁※󰃚※󰂶※󰂇〗	
滑	imeg	ime		〖󰃁※󰀾※󰂧※󰀝〗	横·左右〔一 ⿰〕
湃	irdf			〖󰃁※󰂀※󰂜※󰂱〗	
渝	iwgj			〖󰃁※󰄤※󰂶※󰃉〗	
湾	iyox	iyo		〖󰃁※󰄶※󰁗※󰄬〗	
渡	ioac	io/ioa		〖󰃁※󰃫※󰂊※󰂘〗	
游	iytb			〖󰃁※󰄸※󰁿※󰂍〗	
滋	iuxx	iux		〖󰃁※󰄕※󰄩※󰄩〗	
渲	ipgg			〖󰃁※󰃰※󰂶※󰂶〗	
溉	ivaq	iva		〖󰃁※󰁮※󰀄※󰁜〗	
愤	nfam	nfa		〖󰃣※󰂱※󰄖※󰃚〗	
慌	nayk	nay		〖󰃣※󰄖※󰄶※󰀸〗	
惰	ndae	nda		〖󰃣※󰁼※󰂆※󰂧〗	
愕	nkkn			〖󰃣※󰃏※󰃏※󰁔〗	
愣	nlyt			〖󰃣※󰃔※󰄸※󰁥〗	丿·左右〔丿 ⿰〕
惶	nrgg			〖󰃣※󰃽※󰂷※󰀝〗	横·左右〔一 ⿰〕
愧	nrqc	nrq		〖󰃣※󰃽※󰁜※󰂙〗	
愉	nwgj	nwg		〖󰃣※󰄤※󰂶※󰃉〗	
慨	nvaq	nva		〖󰃣※󰁮※󰀄※󰁜〗	
割	pdhj			〖󰃰※󰂜※󰂺※󰃉〗	
寒	pawu	paw		〖󰃰※󰀀※󰄦※󰁦〗	
富	pgkl	pgk		〖󰃰※󰂶※󰃏※󰃐〗	
寓	pjmy	pjm		〖󰃰※󰃋※󰃜※󰄼〗	
窜	pwkh			〖󰃰※󰄦※󰃏※󰂺〗	
窝	pwkw	pwk		〖󰃰※󰄦※󰃏※󰄤〗	
窖	pwtk			〖󰃰※󰄦※󰄋※󰃏〗	
窗	pwtq	pwt		〖󰃰※󰄦※󰄋※󰃹〗	
窘	pwvk			〖󰃰※󰄦※󰁬※󰃏〗	
遍	ynmp	ynm		〖󰄼※󰃡※󰃜※󰃮〗	
雇	ynwy	ynw		〖󰄼※󰃡※󰄥※󰁷〗	
裕	puwk	puw		〖󰃳※󰁧※󰄦※󰃏〗	
裤	puol	puo		〖󰃳※󰁧※󰃫※󰃖〗	
裙	puvk			〖󰃳※󰁧※󰁬※󰃏〗	
禅	pyuf			〖󰃲※󰁶※󰄒※󰂱〗	
禄	pyvi	pyv		〖󰃲※󰁶※󰁭※󰃃〗	
谢	ytmf	ytm		〖󰄵※󰄋※󰀽※󰂳〗	
谣	yetb	yet		〖󰄵※󰂦※󰁿※󰂔〗	
谤	yyuy	yyu		〖󰄵※󰄶※󰄒※󰄸〗	
谦	yuvw	yuv		〖󰄵※󰄕※󰁬※󰄦〗	
犀	nitg	nit		〖󰃡※󰃃※󰄋※󰀟〗	
属	ntky	ntk		〖󰃡※󰄋※󰃏※󰄼〗	
屡	novd	no/nov		〖󰃡※󰃪※󰄟※󰀌〗	横·杂合〔一 ⿻〕
强	xkjy	xk/xkj		〖󰄬※󰃏※󰃍※󰁶〗	捺·左右〔丶 ⿰〕
粥	xoxn	xox		〖󰄬※󰃪※󰄬※󰁀〗	折·左右〔乛 ⿰〕
疏	nhyk	nhy		〖󰃦※󰂾※󰄶※󰀸〗	
隔	bgkh	bgk		〖󰂏※󰂶※󰃏※󰂺〗	
隙	biji	bij		〖󰂏※󰃅※󰃋※󰃅〗	
隘	buwl	buw		〖󰂏※󰄕※󰄦※󰃕〗	
媒	vfsy	vfs		〖󰄟※󰂴※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
絮	vkxi	vkx		〖󰄟※󰃏※󰄩※󰃅〗	
嫂	vehc	veh		〖󰄟※󰂪※󰂺※󰂘〗	
媚	vnhg	vnh		〖󰄟※󰁅※󰂼※󰀝〗	横·左右〔一 ⿰〕
婿	vnhe			〖󰄟※󰃦※󰁾※󰂧〗	
登	wgku			〖󰄧※󰂶※󰃏※󰄕〗	
缅	xdlf	xdl		〖󰄪※󰂢※󰃒※󰂭〗	
缆	xjtq	xjt		〖󰄪※󰀭※󰁿※󰃺〗	
缉	xkbg	xkb		〖󰄪※󰃏※󰂐※󰀝〗	横·左右〔一 ⿰〕
缎	xthc	xth		〖󰄪※󰄋※󰂺※󰂘〗	
缓	xegc			〖󰄪※󰂦※󰂶※󰂘〗	
缔	xyuh	xyu		〖󰄪※󰄶※󰄒※󰂺〗	
缕	xovg	xov		〖󰄪※󰃪※󰄟※󰀝〗	横·左右〔一 ⿰〕
骗	cgya			〖󰀊※󰀞※󰄼※󰄖〗	
编	xyna	xyn		〖󰄪※󰄼※󰃡※󰄖〗	
骚	cgcj			〖󰀊※󰀞※󰂘※󰃍〗	
缘	xxey	xxe		〖󰄪※󰄰※󰀓※󰁶〗	捺·左右〔丶 ⿰〕
瑟	ggnt	ggn		〖󰂷※󰂷※󰃢※󰄋〗	
鹉	gahg			〖󰂶※󰀁※󰂾※󰂶〗	
瑞	gmdj	gmd		〖󰂷※󰃘※󰂢※󰀭〗	
瑰	grqc	grq		〖󰂷※󰃽※󰁜※󰂙〗	
瑙	gvtr			〖󰂷※󰄞※󰄋※󰄄〗	
魂	fcrc	fcr		〖󰂭※󰂙※󰃽※󰂙〗	
肆	dvgh	dv/dvg		〖󰂞※󰁬※󰀟※󰀢〗	竖·左右〔丨 ⿰〕
摄	rbcc			〖󰃿※󰂐※󰂘※󰂘〗	
摸	rajd			〖󰃿※󰄖※󰃋※󰂝〗	
填	ffhw	ffh		〖󰂮※󰂱※󰀣※󰄦〗	
搏	rsfy	rsf		〖󰃿※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
塌	fjng	fjn		〖󰂮※󰃋※󰃥※󰀝〗	横·左右〔一 ⿰〕
鼓	fkuc			〖󰂯※󰃏※󰄕※󰂘〗	
摆	rlfc	rlf		〖󰃿※󰃔※󰂮※󰂙〗	
携	rwyb			〖󰃿※󰄥※󰁷※󰂖〗	
搬	rtuc	rtu		〖󰃿※󰄋※󰁪※󰂘〗	
摇	retb	ret		〖󰃿※󰂦※󰁿※󰂔〗	
搞	rymk	ry/rym		〖󰃿※󰁸※󰃜※󰃏〗	
塘	fovk	fov		〖󰂮※󰃫※󰁬※󰃏〗	
摊	rcwy	rcw		〖󰃿※󰂘※󰄥※󰁷〗	
聘	bmgn	bmg		〖󰂐※󰃙※󰂶※󰁔〗	
斟	dwnf			〖󰀎※󰄦※󰄃※󰂱〗	
蒜	afii	afi		〖󰄖※󰂭※󰃅※󰃅〗	
勤	akge	akg		〖󰂊※󰃏※󰁽※󰂫〗	
靴	afwx			〖󰂊※󰀜※󰄥※󰁳〗	
靶	afcn	afc		〖󰂊※󰀜※󰂚※󰁀〗	折·左右〔乛 ⿰〕
鹊	ajqg			〖󰁺※󰃊※󰁠※󰂶〗	
蓝	ajtl	ajt		〖󰄖※󰀭※󰁿※󰃕〗	
墓	ajdf			〖󰄖※󰃋※󰂝※󰂮〗	
幕	ajdh			〖󰄖※󰃋※󰂝※󰂺〗	
蓬	atdp			〖󰄖※󰄐※󰂜※󰃮〗	
蓄	ayxl	ayx		〖󰄖※󰄶※󰄩※󰃐〗	
蒲	aisu	ais		〖󰄖※󰃁※󰄊※󰁧〗	捺·上下〔丶 ⿱〕
蓉	apwk	apw		〖󰄖※󰃰※󰄦※󰃏〗	
蒙	apfe	apf		〖󰄖※󰃱※󰂭※󰀓〗	
蒸	abio	abi		〖󰄖※󰂒※󰀩※󰃨〗	
献	fmud	fmu		〖󰂱※󰃜※󰄕※󰂣〗	
椿	sdwj			〖󰄅※󰂜※󰄤※󰃊〗	
禁	ssfi	ssf		〖󰄅※󰄅※󰂭※󰃅〗	
楚	ssnh	ssn		〖󰄅※󰄅※󰃦※󰁾〗	
楷	sxxr	sx/sxx		〖󰄅※󰁴※󰄮※󰃽〗	
榄	sjtq			〖󰄅※󰀭※󰁿※󰁜〗	
想	shnu	shn		〖󰄅※󰂼※󰃢※󰁧〗	捺·上下〔丶 ⿱〕
槐	srqc	srq		〖󰄅※󰃽※󰁜※󰂙〗	
榆	swgj			〖󰄅※󰄤※󰂶※󰃉〗	
楼	sovg	sov		〖󰄅※󰃪※󰄟※󰀝〗	横·左右〔一 ⿰〕
概	svaq	sva		〖󰄅※󰁮※󰀄※󰁜〗	
赖	skqm	skq		〖󰄅※󰃏※󰃸※󰃚〗	
酪	sgtk			〖󰄇※󰂶※󰄐※󰃏〗	
酬	sgyh	sgy		〖󰄇※󰂶※󰄼※󰂺〗	
感	dgkn			〖󰂤※󰂶※󰃏※󰃢〗	
碍	djgf	djg		〖󰂠※󰃋※󰂶※󰂳〗	
碘	dmaw	dma		〖󰂠※󰀿※󰁺※󰄦〗	
碑	drtf	drt		〖󰂠※󰃽※󰄋※󰂱〗	
碎	dywf	dyw		〖󰂠※󰄶※󰄤※󰂱〗	
碰	duog	duo		〖󰂠※󰄕※󰃬※󰀝〗	横·左右〔一 ⿰〕
碗	dpqb	dpq		〖󰂠※󰃰※󰃹※󰂑〗	
碌	dviy	dvi		〖󰂠※󰁭※󰃃※󰁶〗	捺·左右〔丶 ⿰〕
尴	dnjl			〖󰁼※󰄻※󰀭※󰃕〗	
雷	flf	fl		〖󰀙※󰃐※󰀘〗	横·上下〔一 ⿱〕
零	fwyc	fw		〖󰀙※󰄤※󰄼※󰁻〗	
雾	fter			〖󰀙※󰄐※󰂫※󰁣〗	丿·上下〔丿 ⿱〕
雹	fqnb	fqn		〖󰀙※󰃷※󰃠※󰀅〗	折·上下〔乛 ⿱〕
辐	lgkl	lgk		〖󰃖※󰂶※󰃏※󰃐〗	
辑	lkbg	lkb		〖󰃖※󰃏※󰂐※󰀝〗	横·左右〔一 ⿰〕
输	lwgj	lwg		〖󰃖※󰄤※󰂶※󰃉〗	
督	hich			〖󰂽※󰃅※󰂘※󰂼〗	
频	hhdm	hhd		〖󰂾※󰀤※󰂢※󰃚〗	
龄	hwbc			〖󰂾※󰄤※󰂔※󰁻〗	
鉴	jtyq	jt		〖󰀭※󰁿※󰄼※󰃴〗	
睛	hgeg	hg/hge		〖󰂼※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
睹	hftj	hft		〖󰂼※󰂮※󰄋※󰃊〗	
睦	hfwf	hf/hfw		〖󰂼※󰂮※󰄦※󰂮〗	
瞄	halg	hal		〖󰂼※󰄖※󰃐※󰀝〗	横·左右〔一 ⿰〕
睫	hgvh	hgv		〖󰂼※󰂶※󰁬※󰁾〗	
睡	htfa	ht/htg	⊙htgf	〖󰂼※󰄋※󰂯※󰁺〗	
睬	hesy	hes		〖󰂼※󰂦※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
嗜	kftj			〖󰃏※󰂮※󰄋※󰃋〗	
鄙	kflb	kfl		〖󰃏※󰂱※󰃒※󰂏〗	
嗦	kfpi			〖󰃏※󰂱※󰃱※󰃅〗	
愚	jmhn			〖󰃋※󰃜※󰂺※󰃢〗	
暖	jegc			〖󰃊※󰂦※󰂶※󰂘〗	
盟	jelf	jel		〖󰃊※󰂧※󰃕※󰀘〗	横·上下〔一 ⿱〕
歇	jqww			〖󰃊※󰃷※󰄤※󰄤〗	
暗	jujg	ju/juj		〖󰃊※󰄓※󰃋※󰀝〗	横·左右〔一 ⿰〕
暇	jnhc	jnh		〖󰃊※󰁃※󰂺※󰂘〗	
照	jvko			〖󰃊※󰄠※󰃏※󰃨〗	
畸	ldsk	lds		〖󰃐※󰂝※󰄆※󰃏〗	
跨	khdn	khd		〖󰃏※󰂾※󰂝※󰁔〗	
跷	khaq			〖󰃏※󰂾※󰀁※󰃺〗	
跳	khqi			〖󰃏※󰂾※󰃺※󰀪〗	
跺	khws			〖󰃏※󰂾※󰄨※󰄅〗	
跪	khqb			〖󰃏※󰂾※󰃸※󰂑〗	
路	khtk	kht		〖󰃏※󰂾※󰄐※󰃏〗	
跤	khur			〖󰃏※󰂾※󰄘※󰄄〗	
跟	khvy	khv		〖󰃏※󰂾※󰄣※󰁶〗	捺·左右〔丶 ⿰〕
遣	khgp			〖󰃏※󰂺※󰂶※󰃮〗	
蜈	jkgd			〖󰃍※󰃏※󰂶※󰂝〗	
蜗	jkmw	jkm		〖󰃍※󰃏※󰃜※󰄤〗	
蛾	jtry	jtr		〖󰃍※󰄋※󰃿※󰄼〗	
蜂	jtdh	jtd		〖󰃍※󰄐※󰂜※󰂺〗	
蜕	jukq	juk		〖󰃍※󰄒※󰃏※󰃺〗	
嗅	kthd			〖󰃏※󰄋※󰂼※󰂣〗	
嗡	kwcn	kwc		〖󰃏※󰄦※󰂙※󰃥〗	
嗓	kccs	kcc		〖󰃏※󰂘※󰂘※󰄅〗	
署	lftj			〖󰃔※󰂮※󰄋※󰃊〗	
置	lfhf			〖󰃔※󰂱※󰀣※󰀘〗	横·上下〔一 ⿱〕
罪	lhdd	lhd		〖󰃔※󰂺※󰂜※󰂜〗	
罩	lhjj	lhj		〖󰃔※󰀥※󰃌※󰀬〗	竖·上下〔丨 ⿱〕
蜀	lqju	lqj		〖󰃔※󰃷※󰃍※󰁧〗	捺·上下〔丶 ⿱〕
幌	mhjq			〖󰃜※󰂺※󰃋※󰃺〗	
错	qajg	qaj		〖󰃵※󰁺※󰃊※󰀝〗	横·左右〔一 ⿰〕
锚	qalg	qal		〖󰃵※󰄖※󰃐※󰀝〗	横·左右〔一 ⿰〕
锡	qjqr	qjq		〖󰃵※󰃋※󰃷※󰁤〗	
锣	qlqy	qlq		〖󰃵※󰃔※󰃹※󰁶〗	捺·左右〔丶 ⿰〕
锤	qtfa		⊙qtgf	〖󰃵※󰄋※󰂯※󰁺〗	
锥	qwyg	qwy		〖󰃵※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
锦	qrmh	qrm		〖󰃵※󰃽※󰃜※󰂺〗	
键	qvgp			〖󰃵※󰁬※󰀟※󰃯〗	
锯	qndg	qnd		〖󰃵※󰃡※󰂟※󰀝〗	横·左右〔一 ⿰〕
锰	qblg	qbl		〖󰃵※󰂍※󰃕※󰀝〗	横·左右〔一 ⿰〕
矮	tdtv			〖󰁿※󰂝※󰄌※󰄟〗	
辞	tduh			〖󰄋※󰂟※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
稚	twyg	twy		〖󰄌※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
稠	tmfk			〖󰄌※󰀼※󰂮※󰃏〗	
颓	twdm	twd		〖󰄌※󰄨※󰂢※󰃚〗	
愁	tonu			〖󰄌※󰃩※󰃢※󰁧〗	捺·上下〔丶 ⿱〕
筹	tdtf			〖󰄍※󰂜※󰄋※󰂳〗	
签	twgg			〖󰄍※󰄤※󰂶※󰂶〗	
简	tujf	tuj		〖󰄍※󰄙※󰃊※󰀘〗	横·上下〔一 ⿱〕
筷	tnnw			〖󰄍※󰃣※󰁄※󰄤〗	
毁	eawc	eaw		〖󰂪※󰂆※󰄨※󰂘〗	
舅	eler	ele		〖󰂪※󰃐※󰂫※󰁣〗	丿·上下〔丿 ⿱〕
鼠	enun	enu		〖󰂪※󰁐※󰁦※󰁒〗	
催	wmwy	wmw		〖󰄥※󰃘※󰄥※󰁷〗	
傻	wtlt	wtl		〖󰄥※󰄋※󰃒※󰄐〗	
像	wqke	wqk		〖󰄥※󰃸※󰃏※󰀓〗	
躲	tmds			〖󰄋※󰀽※󰂜※󰄅〗	
魁	rqcf			〖󰃽※󰁜※󰂙※󰂱〗	
衙	tgks			〖󰄎※󰂸※󰃏※󰄆〗	
微	tmgt	tmg		〖󰄎※󰃘※󰂶※󰄏〗	
愈	wgen	wge		〖󰄤※󰂶※󰂧※󰃢〗	
遥	etfp	etf		〖󰂦※󰁿※󰂱※󰃮〗	
腻	eafy	eaf		〖󰂧※󰀁※󰂭※󰄼〗	
腰	esvg	esv		〖󰂧※󰄈※󰄟※󰀝〗	横·左右〔一 ⿰〕
腥	ejtg	ejt		〖󰂧※󰃋※󰄋※󰁽〗	
腮	elny	eln		〖󰂧※󰃐※󰃢※󰁶〗	捺·左右〔丶 ⿰〕
腹	etjt	etj		〖󰂧※󰁿※󰃋※󰄐〗	
腺	eriy	eri		〖󰂧※󰃽※󰃂※󰁶〗	捺·左右〔丶 ⿰〕
鹏	eeqg	eeq		〖󰂧※󰂧※󰁠※󰂶〗	
腾	eugg			〖󰂧※󰄒※󰂹※󰂶〗	
腿	evpy	evp		〖󰂧※󰄣※󰃮※󰁶〗	捺·左右〔丶 ⿰〕
鲍	qgqn	qgq		〖󰁢※󰀞※󰃷※󰃠〗	
猿	qtfe	qtf		〖󰃻※󰁥※󰂮※󰀔〗	
颖	xtdm			〖󰄮※󰄌※󰂢※󰃚〗	
触	qejy			〖󰃸※󰂨※󰃍※󰁶〗	捺·左右〔丶 ⿰〕
解	qevg	qev		〖󰃸※󰂨※󰄠※󰀟〗	
煞	qvto	qvt		〖󰃸※󰄢※󰄏※󰃨〗	
雏	qvwy	qvw		〖󰃸※󰄢※󰄥※󰁷〗	
馍	qnad			〖󰄾※󰁐※󰄖※󰂝〗	
馏	qnql			〖󰄾※󰁐※󰁚※󰃐〗	
酱	uqsg			〖󰄿※󰃹※󰄇※󰂶〗	
禀	ylki			〖󰄶※󰃒※󰃏※󰃅〗	
痹	ulgj			〖󰄛※󰃐※󰂶※󰀯〗	
廓	oybb	oyb		〖󰃫※󰁸※󰂎※󰂏〗	
痴	utdk			〖󰄛※󰁿※󰂝※󰃏〗	
痰	uooi	uoo		〖󰄛※󰃩※󰃩※󰀦〗	捺·杂合〔丶 ⿻〕
廉	ouvw	ouv		〖󰃫※󰄕※󰁬※󰄦〗	
靖	ugeg	uge		〖󰄓※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
新	usrh	usr		〖󰄓※󰄉※󰄀※󰀢〗	竖·左右〔丨 ⿰〕
韵	ujqu			〖󰄓※󰃊※󰃷※󰄑〗	
意	ujnu	ujn		〖󰄓※󰃋※󰃢※󰁧〗	捺·上下〔丶 ⿱〕
誊	ugyf	ugy		〖󰄒※󰂹※󰄳※󰀘〗	横·上下〔一 ⿱〕
粮	oyvy	oyv		〖󰃪※󰄼※󰄣※󰁶〗	捺·左右〔丶 ⿰〕
数	ovty	ov/ovt		〖󰃪※󰄟※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
煎	uejo			〖󰄕※󰂧※󰃉※󰃨〗	
塑	ubtf	ubt		〖󰄕※󰂔※󰄋※󰂮〗	
慈	uxxn			〖󰄕※󰄩※󰄩※󰃢〗	
煤	ofsy	ofs		〖󰃩※󰂴※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
煌	orgg			〖󰃩※󰃽※󰂷※󰀝〗	横·左右〔一 ⿰〕
满	iagw			〖󰃁※󰄖※󰂶※󰄤〗	
漠	iajd	iaj		〖󰃁※󰄖※󰃋※󰂝〗	
滇	ifhw			〖󰃁※󰂱※󰀣※󰄦〗	
源	idri	idr		〖󰃁※󰂡※󰃽※󰃅〗	
滤	ihny	ihn		〖󰃁※󰃀※󰃢※󰁶〗	捺·左右〔丶 ⿰〕
滥	ijtl	ijt		〖󰃁※󰀭※󰁿※󰃕〗	
滔	ieeg	iee		〖󰃁※󰂦※󰂪※󰀝〗	横·左右〔一 ⿰〕
溪	iexd	iex		〖󰃁※󰂦※󰄩※󰂝〗	
溜	iqyl			〖󰃁※󰁚※󰄼※󰃐〗	
漓	iyrc	iyr		〖󰃁※󰄶※󰄄※󰂙〗	
滚	iuce	iuc		〖󰃁※󰄘※󰂙※󰀔〗	
溢	iuwl	iuw		〖󰃁※󰄕※󰄦※󰃕〗	
溯	iube	iub		〖󰃁※󰄕※󰂔※󰂧〗	
滨	iprw	ipr		〖󰃁※󰃰※󰄁※󰄦〗	
溶	ipwk			〖󰃁※󰃰※󰄦※󰃏〗	
溺	ixuu	ixu		〖󰃁※󰄬※󰄑※󰄑〗	
粱	ivwo			〖󰃁※󰄠※󰄦※󰃪〗	
滩	icwy	icw		〖󰃁※󰂘※󰄥※󰁷〗	
慎	nfhw	nfh		〖󰃣※󰂱※󰀣※󰄦〗	
誉	igwy			〖󰀧※󰂶※󰄦※󰄳〗	
塞	pawf			〖󰃰※󰀀※󰄦※󰂮〗	
寞	pajd	paj		〖󰃰※󰄖※󰃋※󰂝〗	
窥	pwgq	pwg		〖󰃰※󰄦※󰂹※󰁜〗	
窟	pwnm	pwn		〖󰃰※󰄦※󰃡※󰃘〗	
寝	puvc			〖󰃰※󰄿※󰄢※󰂘〗	
谨	yakg	yak		〖󰄵※󰂊※󰃏※󰁽〗	
褂	pufh			〖󰃳※󰁧※󰂮※󰂿〗	
裸	pujs			〖󰃳※󰁧※󰃋※󰄅〗	
福	pygl	pyg		〖󰃲※󰁶※󰂶※󰃐〗	
谬	ynwe			〖󰄵※󰃥※󰄤※󰂥〗	
群	vtku			〖󰁬※󰄋※󰃏※󰄜〗	
殿	nawc	naw		〖󰃡※󰁺※󰄦※󰂘〗	
辟	nkuh			〖󰃡※󰃏※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
障	bujh	buj		〖󰂏※󰄓※󰃌※󰀢〗	竖·左右〔丨 ⿰〕
媳	vthn	vth		〖󰄟※󰄋※󰂼※󰃢〗	
嫉	vutd	vut		〖󰄟※󰄛※󰁿※󰂝〗	
嫌	vuvw	vu/vuv		〖󰄟※󰄕※󰁬※󰄦〗	
嫁	vpge	vpg		〖󰄟※󰃰※󰂶※󰀓〗	
叠	cccg			〖󰂘※󰂘※󰂘※󰂶〗	
缚	xsfy	xs/xsf		〖󰄪※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
缝	xtdp			〖󰄪※󰄐※󰂜※󰃮〗	
缠	xojf	xoj		〖󰄪※󰃫※󰃋※󰂮〗	
缤	xprw			〖󰄪※󰃰※󰄁※󰄦〗	
剿	vjsj			〖󰄞※󰃋※󰄅※󰃉〗	
静	geqh	geq		〖󰁽※󰂧※󰃸※󰂻〗	
碧	grdf	grd		〖󰂷※󰃽※󰂠※󰀘〗	横·上下〔一 ⿱〕
璃	gyrc	gyr		〖󰂷※󰄶※󰄄※󰂙〗	
赘	gqtm			〖󰁽※󰁡※󰄏※󰃚〗	
熬	gqto			〖󰁽※󰁡※󰄏※󰃨〗	
墙	ffuk			〖󰂮※󰂱※󰄕※󰃏〗	
墟	fhog	fho		〖󰂮※󰃀※󰃬※󰀝〗	横·左右〔一 ⿰〕
嘉	fkuk			〖󰂯※󰃏※󰄕※󰃏〗	
摧	rmwy	rmw		〖󰃿※󰃘※󰄥※󰁷〗	
赫	fofo	fof		〖󰂮※󰁖※󰂮※󰁖〗	
截	fawy			〖󰂱※󰂇※󰄥※󰁷〗	
誓	rryf			〖󰃿※󰄀※󰄳※󰀘〗	横·上下〔一 ⿱〕
境	fujq	fuj		〖󰂮※󰄓※󰃋※󰃺〗	
摘	ryud			〖󰃿※󰄶※󰄒※󰂟〗	
摔	ryxf	ryx		〖󰃿※󰄶※󰄩※󰂱〗	
撇	rity			〖󰃿※󰃇※󰄏※󰁶〗	捺·左右〔丶 ⿰〕
聚	bciu	bci		〖󰂐※󰂘※󰃈※󰁧〗	捺·上下〔丶 ⿱〕
慕	ajdn			〖󰄖※󰃋※󰂝※󰃤〗	
暮	ajdj			〖󰄖※󰃋※󰂝※󰃊〗	
摹	ajdr			〖󰄖※󰃋※󰂝※󰃾〗	
蔓	ajlc	ajl		〖󰄖※󰃋※󰃔※󰂘〗	
蔑	alaw	ala		〖󰄖※󰃔※󰂇※󰄤〗	
蔡	awfi	awf		〖󰄖※󰁯※󰂭※󰃅〗	
蔗	aoao	aoa		〖󰄖※󰃫※󰂊※󰃨〗	
蔽	aitu	ait		〖󰄖※󰃇※󰄏※󰁧〗	捺·上下〔丶 ⿱〕
蔼	ayjn	ayj		〖󰄖※󰄵※󰃋※󰄃〗	
熙	ahko			〖󰂋※󰂺※󰃏※󰃨〗	
蔚	anff	anf		〖󰄖※󰃡※󰂭※󰂳〗	
兢	dqdq	dqd		〖󰂟※󰃺※󰂟※󰃺〗	
模	sajd	sa/saj		〖󰄅※󰄖※󰃋※󰂝〗	
槛	sjtl	sjt		〖󰄅※󰀭※󰁿※󰃕〗	
榴	sqyl	sqy		〖󰄅※󰁚※󰄼※󰃐〗	
榜	syuy	syu		〖󰄅※󰄶※󰄒※󰄸〗	
榨	spwf	spw		〖󰄅※󰃰※󰄦※󰂭〗	
榕	spwk			〖󰄅※󰃰※󰄦※󰃏〗	
歌	sksw	sks		〖󰄆※󰃏※󰄆※󰄤〗	
遭	gmap	gma		〖󰂶※󰀿※󰁺※󰃮〗	
酵	sgfb			〖󰄇※󰂶※󰂮※󰂍〗	
酷	sgtk	sgt		〖󰄇※󰂶※󰄋※󰃏〗	
酿	sgyv			〖󰄇※󰂶※󰄼※󰄣〗	
酸	sgct	sgc		〖󰄇※󰂶※󰂙※󰄐〗	
碟	dans	dan		〖󰂠※󰂊※󰄃※󰄅〗	
碱	ddgk	ddg		〖󰂠※󰂤※󰂶※󰃏〗	
碳	dmdo	dmd		〖󰂠※󰃘※󰁼※󰃩〗	
磁	duxx	dux		〖󰂠※󰄕※󰄩※󰄩〗	
愿	drin			〖󰂡※󰃽※󰃅※󰃢〗	
需	fdmj	fdm		〖󰀙※󰂢※󰃜※󰀭〗	
辖	lpdk	lpd		〖󰃖※󰃰※󰂜※󰃏〗	
辗	lnae	lna		〖󰃖※󰃡※󰁺※󰀖〗	
雌	hxwy	hxw		〖󰂾※󰁴※󰄥※󰁷〗	
裳	ipke			〖󰃆※󰃱※󰃏※󰀔〗	
颗	jsdm	jsd		〖󰃋※󰄅※󰂢※󰃚〗	
瞅	htoy	hto		〖󰂼※󰄌※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
墅	jfcf			〖󰃋※󰂮※󰁻※󰂮〗	
嗽	kskw			〖󰃏※󰄅※󰃏※󰄤〗	
踊	khce	khc		〖󰃏※󰂾※󰁻※󰀒〗	
蜻	jgeg			〖󰃍※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
蜡	jajg	jaj		〖󰃍※󰁺※󰃊※󰀝〗	横·左右〔一 ⿰〕
