char	code	code_short	code_more	units	flag
銓	qwgg			〖※※※〗	横·左右〔一 ⿰〕
銖	qriy			〖※※※〗	捺·左右〔丶 ⿰〕
銘	qqkg			〖※※※〗	横·左右〔一 ⿰〕
銚	qqiy			〖※※※〗	捺·左右〔丶 ⿰〕
銜	tqgs			〖※※※〗	
銠	qftx			〖※※※〗	
銣	qvkg			〖※※※〗	横·左右〔一 ⿰〕
銥	qyey			〖※※※〗	捺·左右〔丶 ⿰〕
銦	qldy			〖※※※〗	捺·左右〔丶 ⿰〕
銨	qpvg			〖※※※〗	横·左右〔一 ⿰〕
銩	qtfc			〖※※※〗	
銪	qdeg			〖※※※〗	横·左右〔一 ⿰〕
銫	qqcn			〖※※※〗	折·左右〔乛 ⿰〕
銬	qftn			〖※※※〗	
銱	qkmh			〖※※※〗	
鋁	qkkg			〖※※※〗	横·左右〔一 ⿰〕
鋌	qtfp			〖※※※〗	
鋣	qahb			〖※※※〗	
鋮	qdny			〖※※※〗	
錚	qqvh			〖※※※〗	
閡	uynw			〖※※※〗	
閣	utkd			〖※※※〗	横·杂合〔一 ⿻〕
閤	uwgk			〖※※※〗	
閥	uwai			〖※※※〗	捺·杂合〔丶 ⿻〕
閨	uffd			〖※※※〗	横·杂合〔一 ⿻〕
閩	uji			〖※※〗	捺·杂合〔丶 ⿻〕
閭	ukkd			〖※※※〗	横·杂合〔一 ⿻〕
隤	bkhm			〖※※※〗	
隨	bdap			〖※※※〗	
韍	nkay			〖※※※〗	
頔	mdmy			〖※※※〗	捺·左右〔丶 ⿰〕
頗	hcdm			〖※※※〗	
領	wycm			〖※※※〗	
颭	wtjk			〖※※※〗	
颮	wtjn			〖※※※〗	
颯	uwtj			〖※※※〗	
颱	wtjk			〖※※※〗	
餃	wyyr			〖※※※〗	
餄	wywk			〖※※※〗	
餅	wyua			〖※※※〗	
餉	wytk			〖※※※〗	
養	ufwe			〖※※※〗	
餌	wybg			〖※※※〗	横·左右〔一 ⿰〕
餎	wytk			〖※※※〗	
餏	wyye			〖※※※〗	
馹	cojg			〖※※※〗	横·左右〔一 ⿰〕
馼	coyy			〖※※※〗	捺·左右〔丶 ⿰〕
駁	corr			〖※※※〗	
駃	conw			〖※※※〗	
魢	qonn			〖※※※〗	折·左右〔乛 ⿰〕
鳲	nwvo			〖※※※〗	
鳳	wdho			〖※※※〗	
鳴	kwvo			〖※※※〗	
鳶	aywo			〖※※※〗	
齊	yuhj			〖※※※〗	
䮄	coyx			〖※※※〗	
䰾	qocn			〖※※※〗	折·左右〔乛 ⿰〕
價	wsmy			〖※※※〗	捺·左右〔丶 ⿰〕
儀	wugy			〖※※※〗	
儂	wmae			〖※※※〗	
億	wujn			〖※※※〗	
儈	wwgj			〖※※※〗	
儉	wwgw			〖※※※〗	
劇	hagj			〖※※※〗	
劉	qyvj			〖※※※〗	
劊	wglj			〖※※※〗	
劌	hdgj			〖※※※〗	
劍	wgkj			〖※※※〗	
嘮	kooe			〖※※※〗	
嘰	kxxy			〖※※※〗	
嘵	kffq			〖※※※〗	
嘸	krlo			〖※※※〗	
嘽	kkkl			〖※※※〗	
噁	kgfn			〖※※※〗	
噝	kxxi			〖※※※〗	
噠	kfup			〖※※※〗	
噴	kfam			〖※※※〗	
墠	fkkl			〖※※※〗	
墳	ffam			〖※※※〗	
墶	ffup			〖※※※〗	
嫵	vrlo			〖※※※〗	
嫻	vusy			〖※※※〗	捺·左右〔丶 ⿰〕
嫿	vvfg			〖※※※〗	
嬀	veto			〖※※※〗	
嬃	edmv			〖※※※〗	
嬈	vffq			〖※※※〗	
嬋	vkkl			〖※※※〗	
嬌	vtdk			〖※※※〗	
審	ptol			〖※※※〗	
寫	peqo			〖※※※〗	
導	uthf			〖※※※〗	
層	nulj			〖※※※〗	
嶔	mqqw			〖※※※〗	
嶗	mooe			〖※※※〗	
嶠	mtdk			〖※※※〗	
嶢	mffq			〖※※※〗	
幟	mhuy			〖※※※〗	
廞	oqqw			〖※※※〗	
廟	ofje			〖※※※〗	
廠	oimt			〖※※※〗	
廡	orlo			〖※※※〗	
廢	owxc			〖※※※〗	
彈	xkkl			〖※※※〗	
徹	tyct			〖※※※〗	
慤	fpwn			〖※※※〗	
慫	twwn			〖※※※〗	
慮	haln			〖※※※〗	
慶	onjt			〖※※※〗	
憂	dept			〖※※※〗	
憐	noqh			〖※※※〗	
憒	nkhm			〖※※※〗	
憚	nkkl			〖※※※〗	
憤	nfam			〖※※※〗	
憫	nuyy			〖※※※〗	捺·左右〔丶 ⿰〕
憮	nrlo			〖※※※〗	
摯	fufr			〖※※※〗	
撈	rooe			〖※※※〗	
撏	rvaf			〖※※※〗	
撓	rffq			〖※※※〗	
撝	reto			〖※※※〗	
撣	rkkl			〖※※※〗	
撥	rwxc			〖※※※〗	
撫	rrlo			〖※※※〗	
撲	rogw			〖※※※〗	
撳	rqqw			〖※※※〗	
撻	rfup			〖※※※〗	
敵	yumt			〖※※※〗	
數	lvty			〖※※※〗	捺·左右〔丶 ⿰〕
暫	lrjf			〖※※※〗	横·上下〔一 ⿱〕
槧	lrsu			〖※※※〗	捺·上下〔丶 ⿱〕
槳	nhds			〖※※※〗	
樁	sdwe			〖※※※〗	
樂	rxxs			〖※※※〗	
樅	stwh			〖※※※〗	
樓	slvg			〖※※※〗	横·左右〔一 ⿰〕
標	ssfi			〖※※※〗	
樞	sakk			〖※※※〗	
樣	sugi			〖※※※〗	
橢	sbde			〖※※※〗	
歐	akkw			〖※※※〗	
殤	gqtr			〖※※※〗	
毆	akkc			〖※※※〗	
毿	cccn			〖※※※〗	
漿	nhdi			〖※※※〗	
潁	xidm			〖※※※〗	
潑	iwxc			〖※※※〗	
潔	idhi			〖※※※〗	
潕	irlo			〖※※※〗	
潙	ieto			〖※※※〗	
潤	iugg			〖※※※〗	横·左右〔一 ⿰〕
潯	ivaf			〖※※※〗	
潰	ikhm			〖※※※〗	
潷	itvg			〖※※※〗	
潿	ilnh			〖※※※〗	
澆	iffq			〖※※※〗	
澇	iooe			〖※※※〗	
澐	iffc			〖※※※〗	
澗	iujg			〖※※※〗	横·左右〔一 ⿰〕
澫	iajy			〖※※※〗	
濆	ifam			〖※※※〗	
熰	oakk			〖※※※〗	
熱	fwfo			〖※※※〗	
熲	xodm			〖※※※〗	
瑩	oopy			〖※※※〗	
璊	gamy			〖※※※〗	
璡	gwyp			〖※※※〗	
甌	akky			〖※※※〗	
瘞	udwf			〖※※※〗	
瘡	uwyk			〖※※※〗	
皚	rmgu			〖※※※〗	
皺	qbtc			〖※※※〗	
盤	tewl			〖※※※〗	
確	dpwy			〖※※※〗	
碼	dcoy			〖※※※〗	捺·左右〔丶 ⿰〕
磑	dmgu			〖※※※〗	
穀	fpgc			〖※※※〗	
窮	pwtx			〖※※※〗	
範	tlbb			〖※※※〗	折·上下〔乛 ⿱〕
篋	tadw			〖※※※〗	
緗	xshg			〖※※※〗	横·左右〔一 ⿰〕
緘	xdgy			〖※※※〗	
緙	xakf			〖※※※〗	
線	xriy			〖※※※〗	捺·左右〔丶 ⿰〕
緝	xkbg			〖※※※〗	横·左右〔一 ⿰〕
緞	xwdc			〖※※※〗	
締	xyuh			〖※※※〗	
緡	xnnj		xnaj	〖※※※〗	
緣	xxge			〖※※※〗	
緦	xlny			〖※※※〗	捺·左右〔丶 ⿰〕
編	xyna			〖※※※〗	
緩	xegc			〖※※※〗	
緬	xdmd			〖※※※〗	
緯	xnkh			〖※※※〗	
緱	xwnd			〖※※※〗	
緲	xhit			〖※※※〗	
練	xgli			〖※※※〗	
緹	xjgh			〖※※※〗	
緼	xjlg			〖※※※〗	横·左右〔一 ⿰〕
縋	xwnp			〖※※※〗	
罷	lcex			〖※※※〗	
翬	nplj			〖※※※〗	竖·上下〔丨 ⿱〕
膕	elag			〖※※※〗	
膚	hale			〖※※※〗	
膞	egjf			〖※※※〗	
膠	enwe			〖※※※〗	
膢	elvg			〖※※※〗	横·左右〔一 ⿰〕
蔿	aeto			〖※※※〗	
蕁	avaf			〖※※※〗	
蕆	admy			〖※※※〗	
蕎	atdk			〖※※※〗	
蕒	almu			〖※※※〗	捺·上下〔丶 ⿱〕
蕓	affc			〖※※※〗	
蕕	aqtg			〖※※※〗	
蕘	affq			〖※※※〗	
蕢	akhm			〖※※※〗	
蕩	aijr			〖※※※〗	
蕪	arlo			〖※※※〗	
薘	afup			〖※※※〗	
蝦	jnhc			〖※※※〗	
衛	tnks			〖※※※〗	
衝	ttgs			〖※※※〗	
褲	puol			〖※※※〗	
褳	pulp			〖※※※〗	
誰	ywyg			〖※※※〗	横·左右〔一 ⿰〕
課	yjsy			〖※※※〗	捺·左右〔丶 ⿰〕
誶	yywf			〖※※※〗	
誹	yhdd			〖※※※〗	
誼	ypeg			〖※※※〗	
誾	uyd			〖※※〗	横·杂合〔一 ⿻〕
調	ymfk			〖※※※〗	
諂	yqeg			〖※※※〗	横·左右〔一 ⿰〕
諄	yykb			〖※※※〗	
談	yooy			〖※※※〗	捺·左右〔丶 ⿰〕
諉	ytvg			〖※※※〗	横·左右〔一 ⿰〕
請	ygeg			〖※※※〗	横·左右〔一 ⿰〕
諏	ybcy			〖※※※〗	捺·左右〔丶 ⿰〕
諑	ygey			〖※※※〗	
諒	yyki			〖※※※〗	
諓	yaay			〖※※※〗	捺·左右〔丶 ⿰〕
論	ywga			〖※※※〗	
諗	ywyn			〖※※※〗	
諛	yewy			〖※※※〗	捺·左右〔丶 ⿰〕
諸	yftj			〖※※※〗	
諾	yadk			〖※※※〗	
賙	mmfk			〖※※※〗	
賚	swwm			〖※※※〗	
賜	mjqr			〖※※※〗	
賞	ipkm			〖※※※〗	
賠	mukg			〖※※※〗	横·左右〔一 ⿰〕
賡	ovwm			〖※※※〗	
賢	ahnm			〖※※※〗	
賣	flmu			〖※※※〗	捺·上下〔丶 ⿱〕
賤	maay			〖※※※〗	捺·左右〔丶 ⿰〕
賦	mfhy			〖※※※〗	
賧	mooy			〖※※※〗	捺·左右〔丶 ⿰〕
質	rrmu			〖※※※〗	捺·上下〔丶 ⿱〕
賫	fwwm			〖※※※〗	
賬	mdey			〖※※※〗	捺·左右〔丶 ⿰〕
賭	mftj			〖※※※〗	
踐	khaa			〖※※※〗	
輗	leqn			〖※※※〗	折·左右〔乛 ⿰〕
輛	lgmy			〖※※※〗	
輜	lvlg			〖※※※〗	横·左右〔一 ⿰〕
輝	igql			〖※※※〗	
輞	lmun			〖※※※〗	
輟	lccc			〖※※※〗	
輥	ljxx			〖※※※〗	
輦	fwfl			〖※※※〗	
輩	hdhl			〖※※※〗	
輪	lwga			〖※※※〗	
輬	lyki			〖※※※〗	
遲	nitp			〖※※※〗	
遷	sdnp			〖※※※〗	
選	nnap			〖※※※〗	
遺	khgp			〖※※※〗	
遼	dujp			〖※※※〗	
邁	ajmp			〖※※※〗	
鄳	xbh			〖※※〗	竖·左右〔丨 ⿰〕
鄴	ogub			〖※※※〗	
鄶	wglb			〖※※※〗	
銶	qgiy			〖※※※〗	
銷	qieg			〖※※※〗	横·左右〔一 ⿰〕
銹	qtbt			〖※※※〗	丿·左右〔丿 ⿰〕
銻	quxt			〖※※※〗	
銼	qwwf			〖※※※〗	
鋃	qyve			〖※※※〗	
鋅	qufh			〖※※※〗	竖·左右〔丨 ⿰〕
鋇	qmy			〖※※〗	捺·左右〔丶 ⿰〕
鋏	qdww			〖※※※〗	
鋐	qpdc			〖※※※〗	
鋒	qtdh			〖※※※〗	
鋗	qkeg			〖※※※〗	横·左右〔一 ⿰〕
鋙	qgkg			〖※※※〗	横·左右〔一 ⿰〕
鋝	qefy			〖※※※〗	捺·左右〔丶 ⿰〕
鋟	qvpc			〖※※※〗	
鋤	qege			〖※※※〗	
鋥	qkgg			〖※※※〗	横·左右〔一 ⿰〕
鋦	qnnk			〖※※※〗	
鋨	qtry			〖※※※〗	
鋪	qgey			〖※※※〗	
鋭	qukq			〖※※※〗	
鋯	qtfk			〖※※※〗	
鋰	qjfg			〖※※※〗	横·左右〔一 ⿰〕
鋱	qany			〖※※※〗	
鋶	qyck			〖※※※〗	
錒	qbsk			〖※※※〗	
閫	ulsi			〖※※※〗	捺·杂合〔丶 ⿻〕
閬	uyve			〖※※※〗	
閲	uukq			〖※※※〗	
險	bwgw			〖※※※〗	
靚	gehq			〖※※※〗	
鞏	awyf			〖※※※〗	
頜	wgkm			〖※※※〗	
頠	qdbm			〖※※※〗	
頡	fkdm			〖※※※〗	
頦	yntm			〖※※※〗	
頫	qidm			〖※※※〗	
頲	tfpm			〖※※※〗	
颳	wtjd			〖※※※〗	
餑	wyfb			〖※※※〗	
餒	wyev			〖※※※〗	
餓	wyty			〖※※※〗	
餗	wygi			〖※※※〗	
餘	wyws			〖※※※〗	
駉	comk			〖※※※〗	
駐	coyg			〖※※※〗	
駑	vcco			〖※※※〗	
駒	coqk			〖※※※〗	
駓	codg			〖※※※〗	
駔	coeg			〖※※※〗	
駕	ekco			〖※※※〗	
駘	cock			〖※※※〗	
駙	cowf			〖※※※〗	
駛	cokr			〖※※※〗	
駝	copx			〖※※※〗	
駟	colg			〖※※※〗	横·左右〔一 ⿰〕
髮	dcey			〖※※※〗	
鬧	hggh			〖※※※〗	
魨	qogn			〖※※※〗	
魯	qojf			〖※※※〗	横·上下〔一 ⿱〕
魴	qoyt			〖※※※〗	丿·左右〔丿 ⿰〕
魷	qody			〖※※※〗	
鳾	gmho			〖※※※〗	
鴆	pqwo			〖※※※〗	
鴇	xfwo			〖※※※〗	
鴉	ahto			〖※※※〗	
麩	swww			〖※※※〗	
齒	hbj			〖※※〗	竖·上下〔丨 ⿱〕
𡑍	fooe				
𨧀	qsfg				
儐	wpgm			〖※※※〗	
儔	wfnf			〖※※※〗	
儕	wyuj			〖※※※〗	
儘	wvhl			〖※※※〗	
劑	yuhj			〖※※※〗	
勵	daje			〖※※※〗	
嘯	kvfj			〖※※※〗	
噥	kmae			〖※※※〗	
噦	khdy			〖※※※〗	
噯	kept			〖※※※〗	
噲	kwgj			〖※※※〗	
噸	kgbm			〖※※※〗	
噹	kipl			〖※※※〗	
墻	ffwk			〖※※※〗	
墾	evef			〖※※※〗	
壇	fylg			〖※※※〗	
壋	fipl			〖※※※〗	
奮	dwyl			〖※※※〗	
嬙	vfwk			〖※※※〗	
嬡	vept			〖※※※〗	
學	errb			〖※※※〗	
嶧	mlff			〖※※※〗	
嶨	errm			〖※※※〗	
嶮	mwgw			〖※※※〗	
嶼	megw			〖※※※〗	
憊	watn			〖※※※〗	
憑	ucon			〖※※※〗	
憖	swwn			〖※※※〗	
憲	pgln			〖※※※〗	
憶	nujn			〖※※※〗	
懌	nlff			〖※※※〗	
懞	nape			〖※※※〗	
戰	kkla			〖※※※〗	
撿	rwgw			〖※※※〗	
擁	ryxy			〖※※※〗	
擄	rhae			〖※※※〗	
擇	rlff			〖※※※〗	
擋	ripl			〖※※※〗	
擓	raiy			〖※※※〗	
擔	rqdy			〖※※※〗	
據	rhae			〖※※※〗	
曆	dttj			〖※※※〗	
曇	jffc			〖※※※〗	
曉	jffq			〖※※※〗	
樸	sogw			〖※※※〗	
樹	sfkf			〖※※※〗	
橈	sffq			〖※※※〗	
橋	stdk			〖※※※〗	
機	sxxy			〖※※※〗	
歷	dtth			〖※※※〗	
殫	gqkl			〖※※※〗	
澠	ixg			〖※※〗	横·左右〔一 ⿰〕
澤	ilff			〖※※※〗	
澦	icnm			〖※※※〗	
澮	iwgj			〖※※※〗	
澱	inac			〖※※※〗	
濁	ilqj			〖※※※〗	
濃	imae			〖※※※〗	
濛	iape			〖※※※〗	
熾	oujy			〖※※※〗	
燀	okkl			〖※※※〗	
燈	owgu			〖※※※〗	
燒	offq			〖※※※〗	
燖	ovaf			〖※※※〗	
燙	ijgo			〖※※※〗	
燜	ouny			〖※※※〗	捺·左右〔丶 ⿰〕
營	oopk			〖※※※〗	
獨	qtlj			〖※※※〗	
獪	qtwj			〖※※※〗	
獫	qtww			〖※※※〗	
獲	qtac			〖※※※〗	
璕	gvaf			〖※※※〗	
璣	gxxy			〖※※※〗	
瘮	ucce			〖※※※〗	
瘲	utwh			〖※※※〗	
瘻	ulvd			〖※※※〗	横·杂合〔一 ⿻〕
盧	hall			〖※※※〗	
瞘	hakk			〖※※※〗	
瞜	hlvg			〖※※※〗	横·左右〔一 ⿰〕
瞞	hamy			〖※※※〗	
磚	dgjf			〖※※※〗	
磣	dcce			〖※※※〗	
磧	dgmy			〖※※※〗	捺·左右〔丶 ⿰〕
禪	pykl			〖※※※〗	
穇	tcce			〖※※※〗	
穌	qoty			〖※※※〗	捺·左右〔丶 ⿰〕
積	tgmy			〖※※※〗	捺·左右〔丶 ⿰〕
穎	xtdm			〖※※※〗	
窵	pwwo			〖※※※〗	
窶	pwlv			〖※※※〗	
窺	pwfq			〖※※※〗	
築	taws			〖※※※〗	
篔	tkmu			〖※※※〗	捺·上下〔丶 ⿱〕
篢	tamu			〖※※※〗	捺·上下〔丶 ⿱〕
篤	tcou			〖※※※〗	捺·上下〔丶 ⿱〕
篩	twnh			〖※※※〗	
篳	tjaf			〖※※※〗	
緻	xgct			〖※※※〗	
縈	oopi			〖※※※〗	
縉	xgoj			〖※※※〗	
縊	xuwl			〖※※※〗	
縐	xqbt			〖※※※〗	
縑	xuvo			〖※※※〗	
縗	xyke			〖※※※〗	
縛	xgef			〖※※※〗	
縝	xfhw			〖※※※〗	
縞	xykk			〖※※※〗	
縟	xdff			〖※※※〗	
縣	hiti			〖※※※〗	
縧	xwhs			〖※※※〗	
縫	xtdp			〖※※※〗	
縭	xyrc			〖※※※〗	
罃	oopm			〖※※※〗	
膩	eafy			〖※※※〗	
興	emgw			〖※※※〗	
舉	egng			〖※※※〗	
艙	tewk			〖※※※〗	
蕭	avfj			〖※※※〗	
蕷	acnm			〖※※※〗	
薈	awgj			〖※※※〗	
薊	aqoj			〖※※※〗	
薑	aglg			〖※※※〗	
薔	afwk			〖※※※〗	
薟	awgw			〖※※※〗	
薦	aono			〖※※※〗	
薩	abug			〖※※※〗	
螄	jwnh			〖※※※〗	
螞	jcoy			〖※※※〗	捺·左右〔丶 ⿰〕
螢	oopj			〖※※※〗	
褸	pulv			〖※※※〗	
襀	pugm			〖※※※〗	
覦	wgeq			〖※※※〗	
親	ushq			〖※※※〗	
諜	yans			〖※※※〗	
諝	ynhe			〖※※※〗	
諞	yyna			〖※※※〗	
諟	yjgh			〖※※※〗	
諢	yplh			〖※※※〗	竖·左右〔丨 ⿰〕
諤	ykkn			〖※※※〗	
諦	yyuh			〖※※※〗	
諧	yxxr			〖※※※〗	
諫	ygli			〖※※※〗	
諭	ywgj			〖※※※〗	
諱	ynkh			〖※※※〗	
諲	ysfg			〖※※※〗	横·左右〔一 ⿰〕
諳	yujg			〖※※※〗	横·左右〔一 ⿰〕
諴	ydgy			〖※※※〗	
諶	yadn			〖※※※〗	
諷	ywtj			〖※※※〗	
諺	yute			〖※※※〗	
諼	yegc			〖※※※〗	
謀	yafs			〖※※※〗	
謁	yjqn			〖※※※〗	
謂	yleg			〖※※※〗	横·左右〔一 ⿰〕
謊	yayk			〖※※※〗	
謎	yopy			〖※※※〗	捺·左右〔丶 ⿰〕
謏	yehc			〖※※※〗	
謔	yhag			〖※※※〗	
賴	gkim			〖※※※〗	
賵	mjhg			〖※※※〗	横·左右〔一 ⿰〕
赬	fohm			〖※※※〗	
踴	khce			〖※※※〗	
輮	lcns			〖※※※〗	
輯	lkbg			〖※※※〗	横·左右〔一 ⿰〕
輳	ldwd			〖※※※〗	
輶	lusg			〖※※※〗	
輸	lwgj			〖※※※〗	
輻	lgkl			〖※※※〗	
輼	ljlg			〖※※※〗	横·左右〔一 ⿰〕
辦	udef			〖※※※〗	
還	lgkp			〖※※※〗	
鄺	oamb			〖※※※〗	
醖	sgjl			〖※※※〗	
醜	sgrc			〖※※※〗	
鋸	qndg			〖※※※〗	横·左右〔一 ⿰〕
鋹	qdey			〖※※※〗	捺·左右〔丶 ⿰〕
鋼	qmum			〖※※※〗	
錀	qwga			〖※※※〗	
錁	qjsy			〖※※※〗	捺·左右〔丶 ⿰〕
錆	qgeg			〖※※※〗	横·左右〔一 ⿰〕
錇	qukg			〖※※※〗	横·左右〔一 ⿰〕
錈	qudb			〖※※※〗	
錐	qwyg			〖※※※〗	横·左右〔一 ⿰〕
錕	qjxx			〖※※※〗	
錘	qtfg			〖※※※〗	
錙	qvlg			〖※※※〗	横·左右〔一 ⿰〕
錛	qdfa			〖※※※〗	
錞	qykb			〖※※※〗	
錟	qooy			〖※※※〗	捺·左右〔丶 ⿰〕
錠	qpgh			〖※※※〗	
錡	qdsk			〖※※※〗	
錢	qaay			〖※※※〗	捺·左右〔丶 ⿰〕
錤	qadw			〖※※※〗	
錦	qrmh			〖※※※〗	
錨	qalg			〖※※※〗	横·左右〔一 ⿰〕
錫	qjqr			〖※※※〗	
錮	qldg			〖※※※〗	横·左右〔一 ⿰〕
錯	qajg			〖※※※〗	横·左右〔一 ⿰〕
録	qviy			〖※※※〗	捺·左右〔丶 ⿰〕
錳	qblg			〖※※※〗	横·左右〔一 ⿰〕
錶	qgey			〖※※※〗	捺·左右〔丶 ⿰〕
錸	qsww			〖※※※〗	
鍀	qjgf			〖※※※〗	
鍁	qrqw			〖※※※〗	
鍃	qqrn			〖※※※〗	
鍆	qug			〖※※〗	横·左右〔一 ⿰〕
鍈	qamd			〖※※※〗	
鍋	qmnk			〖※※※〗	
鍩	qadk			〖※※※〗	
鍵	qvgp			〖※※※〗	
鍺	qftj			〖※※※〗	
閶	ujjd			〖※※※〗	横·杂合〔一 ⿻〕
閹	udjn			〖※※※〗	
閻	uqed			〖※※※〗	横·杂合〔一 ⿻〕
閼	uywu			〖※※※〗	
閽	uqaj			〖※※※〗	
閾	uakg			〖※※※〗	
閿	uepc			〖※※※〗	
闍	uftj			〖※※※〗	
隮	byuj			〖※※※〗	
隱	bean			〖※※※〗	
頤	ahkm			〖※※※〗	
頭	gkum			〖※※※〗	
頰	dwwm			〖※※※〗	
頵	vtkm			〖※※※〗	
頷	wynm			〖※※※〗	
頸	gvam			〖※※※〗	
頻	hhdm			〖※※※〗	
頽	twdm			〖※※※〗	
餛	wyjx			〖※※※〗	
餜	wyjs			〖※※※〗	
餞	wyaa			〖※※※〗	
餡	wyqe			〖※※※〗	
館	wypn			〖※※※〗	
駡	kkco			〖※※※〗	
駢	coua			〖※※※〗	
駪	cotq			〖※※※〗	
駭	coyw			〖※※※〗	
駰	cold			〖※※※〗	
駱	cotk			〖※※※〗	
鮀	qopx			〖※※※〗	
鮁	qody			〖※※※〗	
鮃	qogf			〖※※※〗	
鮈	qoqk			〖※※※〗	
鮊	qorg			〖※※※〗	横·左右〔一 ⿰〕
鮋	qomg			〖※※※〗	横·左右〔一 ⿰〕
鮍	qohc			〖※※※〗	
鮎	qohk			〖※※※〗	
鮐	qock			〖※※※〗	
鮑	qoqn			〖※※※〗	
鮒	qowf			〖※※※〗	
鮓	qotf			〖※※※〗	
鮣	qoqb			〖※※※〗	
鴒	wyco			〖※※※〗	
鴕	wvgx			〖※※※〗	
鴛	qbwo			〖※※※〗	
鴝	qkwo			〖※※※〗	
鴞	kgno			〖※※※〗	
鴟	qayo			〖※※※〗	
鴣	dwvo			〖※※※〗	
鴦	mdwo			〖※※※〗	
鴨	lwvo			〖※※※〗	
龍	uegd			〖※※※〗	
𨨏	qihc				
償	wipm			〖※※※〗	
優	wdet			〖※※※〗	
儲	wyfj			〖※※※〗	
嚀	kpns			〖※※※〗	
嚇	kfoo			〖※※※〗	
嚮	xtyk			〖※※※〗	
壓	djef			〖※※※〗	
壙	foaw			〖※※※〗	
嬪	vpgm			〖※※※〗	
嬰	mmvf			〖※※※〗	横·上下〔一 ⿱〕
尷	dnal			〖※※※〗	
屨	ntlv			〖※※※〗	
嶸	moos			〖※※※〗	
嶺	mwym			〖※※※〗	
幫	fffh			〖※※※〗	
幬	mhff			〖※※※〗	
彌	xgwr			〖※※※〗	
懇	even			〖※※※〗	
應	owwn			〖※※※〗	
懨	ndjy			〖※※※〗	
戲	haga			〖※※※〗	
擊	lbwr			〖※※※〗	
擠	ryuj			〖※※※〗	
擬	rxth			〖※※※〗	
擯	rpgm			〖※※※〗	
擰	rpns			〖※※※〗	
擱	rutk			〖※※※〗	
擲	rusb			〖※※※〗	
擴	roaw			〖※※※〗	
斂	wgkt			〖※※※〗	
斃	umix			〖※※※〗	
曖	jept			〖※※※〗	
檉	sbkg			〖※※※〗	
檔	sipl			〖※※※〗	
檜	swgj			〖※※※〗	
檟	ssmy			〖※※※〗	捺·左右〔丶 ⿰〕
檢	swgw			〖※※※〗	
檣	sfwk			〖※※※〗	
櫛	stvb			〖※※※〗	
歟	egnw			〖※※※〗	
殮	gqww			〖※※※〗	
氈	ylkn			〖※※※〗	
澀	ivyh			〖※※※〗	
濕	ijxo			〖※※※〗	
濘	ipns			〖※※※〗	
濚	ioos			〖※※※〗	
濜	ivhl			〖※※※〗	
濟	iyuj			〖※※※〗	
濤	ifnf			〖※※※〗	
濫	iahl			〖※※※〗	
濰	ixwy			〖※※※〗	
濱	ipgm			〖※※※〗	
燦	ohqo			〖※※※〗	
燭	olqj			〖※※※〗	
燴	owgj			〖※※※〗	
獮	qtgr			〖※※※〗	
獰	qtps			〖※※※〗	
獷	qtow			〖※※※〗	
璗	ijgy			〖※※※〗	
璦	gept			〖※※※〗	
璫	gipl			〖※※※〗	
環	glge			〖※※※〗	
璵	gegw			〖※※※〗	
療	udui			〖※※※〗	
癆	uooe			〖※※※〗	
癇	uued			〖※※※〗	横·杂合〔一 ⿻〕
癉	ukkl			〖※※※〗	
癘	uajy			〖※※※〗	
矯	tdtk			〖※※※〗	
磯	dxxy			〖※※※〗	
磽	dffq			〖※※※〗	
磾	dkkl			〖※※※〗	
礄	dtdk			〖※※※〗	
禦	trhi			〖※※※〗	
禮	pymu			〖※※※〗	
簀	tgmu			〖※※※〗	捺·上下〔丶 ⿱〕
簍	tlvf			〖※※※〗	横·上下〔一 ⿱〕
糝	occe			〖※※※〗	
糞	olaw			〖※※※〗	
縮	xpwj			〖※※※〗	
縯	xpgw			〖※※※〗	
縱	xtwh			〖※※※〗	
縲	xlxi			〖※※※〗	
縴	xyxg			〖※※※〗	
縵	xjlc			〖※※※〗	
縶	fufi			〖※※※〗	
縷	xlvg			〖※※※〗	横·左右〔一 ⿰〕
縹	xsfi			〖※※※〗	
總	xtln			〖※※※〗	
績	xgmy			〖※※※〗	捺·左右〔丶 ⿰〕
繅	xvjs			〖※※※〗	
繆	xnwe			〖※※※〗	
耬	dilv			〖※※※〗	
聯	bxxg			〖※※※〗	
聰	btln			〖※※※〗	
聲	fnwb			〖※※※〗	
聳	twwb			〖※※※〗	
膽	eqdy			〖※※※〗	
膾	ewgj			〖※※※〗	
膿	emae			〖※※※〗	
臉	ewgw			〖※※※〗	
臨	ahnk			〖※※※〗	
舊	awye			〖※※※〗	
艱	akfe			〖※※※〗	
薴	apns			〖※※※〗	
薺	ayuj			〖※※※〗	
藍	aahl			〖※※※〗	
藎	avhl			〖※※※〗	
虧	hawn			〖※※※〗	
螮	jaqh			〖※※※〗	
螻	jlvg			〖※※※〗	横·左右〔一 ⿰〕
蟄	fufj			〖※※※〗	
蟈	jlag			〖※※※〗	
蟎	jamy			〖※※※〗	
褻	yfwe			〖※※※〗	
襇	puuj			〖※※※〗	
襏	puwc			〖※※※〗	
襖	putd			〖※※※〗	
覬	mgkq			〖※※※〗	
覯	amfq			〖※※※〗	
謄	eudy			〖※※※〗	
謅	yqbt			〖※※※〗	
謐	yntl			〖※※※〗	
謖	ylwt			〖※※※〗	
謗	yyuy			〖※※※〗	
謙	yuvo			〖※※※〗	
謚	yuwl			〖※※※〗	
