unicode	char	group	level	ids	strokes	pinyin	stroke_seq	radical	freq	basic
U+9023	連	1	一级〔繁〕	⿺辶車	10	lián	1251112454	辵（⻍辶）	807	0
U+90F5	郵	1	一级〔繁〕	⿰垂阝	10	yóu	3121221152	邑（阝，在右）	23	0
U+91D5	釕	1	二级〔繁〕	⿰金了	10	liǎo	3411243152	金（釒）	0	0
U+91D7	釗	1	二级〔繁〕	⿰金刂	10	zhāo	3411243122	金（釒）	0	0
U+91D8	釘	1	一级〔繁〕	⿰金丁	10	dīng	3411243112	金（釒）	15	0
U+91D9	釙	1	二级〔繁〕	⿰金卜	10	pò	3411243124	金（釒）	0	0
U+91DD	針	1	一级〔繁〕	⿰金十	10	zhēn	3411243112	金（釒）	65	0
U+9583	閃	1	一级〔繁〕	⿵門人	10	shǎn	2511251134	門	260	0
U+9670	陰	1	一级〔繁〕	⿰阝侌	10	yīn	5234451154	阜（阝，在左）	196	0
U+9673	陳	1	一级〔繁〕	⿰阝東	10	chén	5212511234	阜（阝，在左）	176	0
U+9678	陸	1	一级〔繁〕	⿰阝坴	10	lù	5212134121	阜（阝，在左）	398	0
U+96BB	隻	1	一级〔繁〕	⿱隹又	10	zhī	3241112154	隹	241	0
U+98E2	飢	1	一级〔繁〕	⿰飠几	10	jī	3445115435	食（饣飠）	36	0
U+99AC	馬	1	一级〔繁〕	⿹⑥灬	10	mǎ	1211254444	馬	590	0
U+9B25	鬥	1	一级〔繁〕	⿰𩰋𩰊	10	dòu	2112111212	鬥	101	0
U+5049	偉	1	一级〔繁〕	⿰亻韋	11	wěi	32521251152	人（亻）	142	0
U+5074	側	1	一级〔繁〕	⿰亻則	11	cè	32251113422	人（亻）	150	0
U+5075	偵	1	一级〔繁〕	⿰亻貞	11	zhēn	32212511134	人（亻）	24	0
U+52D5	動	1	一级〔繁〕	⿰重力	11	dòng	31251121153	力	1466	0
U+532D	匭	1	二级〔繁〕	⿷匚軌	11	guǐ	11251112355	匚	0	0
U+5340	區	1	一级〔繁〕	⿷匚品	11	qū	12512512515	匸	148	0
U+53A0	厠	1	一级〔繁〕	⿸厂則	11	cè	13251113422	厂	11	0
U+53C3	參	1	一级〔繁〕	⿱𠫯彡	11	cān	54545434333	厶	198	0
U+554F	問	1	一级〔繁〕	⿵門口	11	wèn	25112511251	口	1801	0
U+5553	啓	1	一级〔繁〕	⿱𢼄口	11	qǐ	45133134251	口	17	0
U+555E	啞	1	一级〔繁〕	⿰口亞	11	yǎ	25112155121	口	20	0
U+5707	圇	1	二级〔繁〕	⿴囗侖	11	lún	25341251221	囗	1	0
U+570B	國	1	一级〔繁〕	⿴囗或	11	guó	25125115341	囗	730	0
U+57E1	埡	1	二级〔繁〕	⿰土亞	11	yā	12112155121	土	0	0
U+57E8	埨	1	三级〔繁〕	⿰土侖	11	lǔn	12134125122	土	3	0
U+57F7	執	1	一级〔繁〕	⿰幸丸	11	zhí	12143112354	土	82	0
U+5805	堅	1	一级〔繁〕	⿱臤土	11	jiān	12512554121	土	139	0
U+580A	堊	1	二级〔繁〕	⿱亞土	11	è	12155121121	土	3	0
U+581D	堝	1	二级〔繁〕	⿰土咼	11	guō	12125525251	土	0	0
U+5A41	婁	1	一级〔繁〕	⿱⑧女	11	lóu	25112512531	女	3	0
U+5A66	婦	1	一级〔繁〕	⿰女帚	11	fù	53151145252	女	89	0
U+5A6D	婭	1	二级〔繁〕	⿰女亞	11	yà	53112155121	女	3	0
U+5AA7	媧	1	二级〔繁〕	⿰女咼	11	wā	53125525251	女	24	0
U+5C07	將	1	一级〔繁〕	⿰爿⿱⿴𠂊冫寸	11	jiāng	52133544124	寸	1111	0
U+5C08	專	1	一级〔繁〕	⿱⑧寸	11	zhuān	12511214124	寸	107	0
U+5D0D	崍	1	二级〔繁〕	⿰山來	11	lái	25212343434	山	0	0
U+5D17	崗	1	一级〔繁〕	⿱山岡	11	gǎng	25225431252	山	11	0
U+5D2C	崬	1	三级〔繁〕	⿱山東	11	dōng	25212511234	山	0	0
U+5E33	帳	1	一级〔繁〕	⿰巾長	11	zhàng	25212111534	巾	61	0
U+5E36	帶	1	一级〔繁〕	⿳⑤冖巾	11	dài	13221545252	巾	992	0
U+5F35	張	1	一级〔繁〕	⿰弓長	11	zhāng	51512111534	弓	847	0
U+5F9E	從	1	一级〔繁〕	⿰彳⿱从龰	11	cóng	33234342134	彳	1522	0
U+5FA0	徠	1	二级〔繁〕	⿰彳來	11	lái	33212343434	彳	2	0
U+60B5	悵	1	二级〔繁〕	⿰忄長	11	chàng	44212111534	心（忄⺗）	12	0
U+6368	捨	1	一级〔繁〕	⿰扌舍	11	shě	12134112251	手（扌龵）	52	0
U+636B	捫	1	二级〔繁〕	⿰扌門	11	mén	12125112511	手（扌龵）	0	0
U+6372	捲	1	一级〔繁〕	⿰扌卷	11	juǎn	12143113455	手（扌龵）	75	0
U+6383	掃	1	一级〔繁〕	⿰扌帚	11	sǎo	12151145252	手（扌龵）	57	0
U+6384	掄	1	一级〔繁〕	⿰扌侖	11	lūn	12134125122	手（扌龵）	2	0
U+6557	敗	1	一级〔繁〕	⿰貝攵	11	bài	25111343134	攴（攵）	137	0
U+65AC	斬	1	一级〔繁〕	⿰車斤	11	zhǎn	12511123312	斤	55	0
U+665B	晛	1	三级〔繁〕	⿰日見	11	xiàn	25112511135	日	16	0
U+665D	晝	1	一级〔繁〕	⿱⿱𦘒一旦	11	zhòu	51112125111	日	7	0
U+6898	梘	1	二级〔繁〕	⿰木見	11	jiǎn	12342511135	木	4	0
U+689C	梜	1	三级〔繁〕	⿰木夾	11	jiā	12341343434	木	0	0
U+689F	梟	1	二级〔繁〕	⿹⑦木	11	xiāo	32511151234	木	12	0
U+6BBB	殻	1	一级〔繁〕	⿰壳殳	11	qiào	12145353554	殳	0	0
U+6C2B	氫	1	一级〔繁〕	⿹气巠	11	qīng	31151555121	气	1	0
U+6DEA	淪	1	一级〔繁〕	⿰氵侖	11	lún	44134125122	水（氵氺）	14	0
U+6DF6	淶	1	二级〔繁〕	⿰氵來	11	lái	44112343434	水（氵氺）	0	0
U+6DFA	淺	1	一级〔繁〕	⿰氵戔	11	qiǎn	44115341534	水（氵氺）	9	0
U+6E26	渦	1	一级〔繁〕	⿰氵咼	11	wō	44125525251	水（氵氺）	20	0
U+70F4	烴	1	二级〔繁〕	⿰火巠	11	tīng	43341555121	火（灬）	0	0
U+727D	牽	1	一级〔繁〕	⿱⿱亠⿻幺冖牛	11	qiān	41554453112	牛	92	0
U+73FE	現	1	一级〔繁〕	⿰王見	11	xiàn	11212511135	玉(𤣩)	2949	0
U+7523	産	1	一级〔繁〕	⿸产生	11	chǎn	41431331121	生	14	0
U+7843	硃	1	一级〔繁〕	⿰石朱	11	zhū	13251311234	石	141	0
U+7D30	細	1	一级〔繁〕	⿰糹田	11	xì	55444425121	糸（糹）	281	0
U+7D31	紱	1	二级〔繁〕	⿰糹犮	11	fú	55444413544	糸（糹）	1	0
U+7D32	紲	1	二级〔繁〕	⿰糹世	11	xiè	55444412215	糸（糹）	1	0
U+7D33	紳	1	一级〔繁〕	⿰糹申	11	shēn	55444425112	糸（糹）	6	0
U+7D35	紵	1	三级〔繁〕	⿰糹宁	11	zhù	55444444512	糸（糹）	6	0
U+7D39	紹	1	一级〔繁〕	⿰糹召	11	shào	55444453251	糸（糹）	67	0
U+7D3A	紺	1	二级〔繁〕	⿰糹甘	11	gàn	55444412211	糸（糹）	2	0
U+7D3C	紼	1	三级〔繁〕	⿰糹弗	11	fú	55444451532	糸（糹）	1	0
U+7D3F	紿	1	三级〔繁〕	⿰糹台	11	dài	55444454251	糸（糹）	2	0
U+7D40	絀	1	二级〔繁〕	⿰糹出	11	chù	55444452252	糸（糹）	1	0
U+7D42	終	1	一级〔繁〕	⿰糹冬	11	zhōng	55444435444	糸（糹）	592	0
U+7D44	組	1	一级〔繁〕	⿰糹且	11	zǔ	55444425111	糸（糹）	185	0
U+7D45	絅	1	三级〔繁〕	⿰糹冋	11	jiōng	55444425251	糸（糹）	3	0
U+7D46	絆	1	一级〔繁〕	⿰糹半	11	bàn	55444443112	糸（糹）	11	0
U+7FD2	習	1	一级〔繁〕	⿱羽白	11	xí	54154132511	羽	217	0
U+811B	脛	1	二级〔繁〕	⿰月巠	11	jìng	35111555121	肉（⺼）	3	0
U+8407	萇	1	二级〔繁〕	⿱艹長	11	cháng	12212111534	艸（艹）	0	0
U+840A	萊	1	一级〔繁〕	⿱艹來	11	lái	12212343434	艸（艹）	134	0
U+8435	萵	1	二级〔繁〕	⿱艹咼	11	wō	12225525251	艸（艹）	2	0
U+8655	處	1	一级〔繁〕	⿸虍処	11	chù	21531535435	虍	676	0
U+8853	術	1	一级〔繁〕	⿲彳术亍	11	shù	33212344112	行	175	0
U+898F	規	1	一级〔繁〕	⿰夫見	11	guī	11342511135	見	97	0
U+8993	覓	1	一级〔繁〕	⿱爫見	11	mì	34432511135	見	9	0
U+8996	視	1	一级〔繁〕	⿰礻見	11	shì	45242511135	見	361	0
U+8A1B	訛	1	一级〔繁〕	⿰言化	11	é	41112513235	言（訁）	0	0
U+8A1D	訝	1	一级〔繁〕	⿰言牙	11	yà	41112511523	言（訁）	139	0
U+8A1F	訟	1	一级〔繁〕	⿰言公	11	sòng	41112513454	言（訁）	4	0
U+8A22	訢	1	三级〔繁〕	⿰言斤	11	xīn	41112513312	言（訁）	525	0
U+8A23	訣	1	一级〔繁〕	⿰言夬	11	jué	41112515134	言（訁）	20	0
U+8A25	訥	1	二级〔繁〕	⿰言内	11	nè	41112512534	言（訁）	3	0
U+8A29	訩	1	三级〔繁〕	⿰言凶	11	xiōng	41112513452	言（訁）	0	0
U+8A2A	訪	1	一级〔繁〕	⿰言方	11	fǎng	41112514153	言（訁）	31	0
U+8A2D	設	1	一级〔繁〕	⿰言殳	11	shè	41112513554	言（訁）	148	0
U+8A31	許	1	一级〔繁〕	⿰言午	11	xǔ	41112513112	言（訁）	487	0
U+8A4E	詎	1	二级〔繁〕	⿰言巨	11	jù	41112511515	言（訁）	0	0
U+8CA7	貧	1	一级〔繁〕	⿱分貝	11	pín	34532511134	貝	14	0
U+8CA8	貨	1	一级〔繁〕	⿱化貝	11	huò	32352511134	貝	52	0
U+8CA9	販	1	一级〔繁〕	⿰貝反	11	fàn	25111343354	貝	5	0
U+8CAA	貪	1	一级〔繁〕	⿱今貝	11	tān	34452511134	貝	35	0
U+8CAB	貫	1	一级〔繁〕	⿱毌貝	11	guàn	55212511134	貝	37	0
U+8CAC	責	1	一级〔繁〕	⿱龶貝	11	zé	11212511134	貝	128	0
U+8CB6	貶	1	一级〔繁〕	⿰貝乏	11	biǎn	25111343454	貝	4	0
U+8EDB	軛	1	二级〔繁〕	⿰車厄	11	è	12511121355	車	0	0
U+8EDD	軝	1	三级〔繁〕	⿰車氏	11	qí	12511123515	車	1	0
U+8EDF	軟	1	一级〔繁〕	⿰車欠	11	ruǎn	12511123534	車	98	0
U+9032	進	1	一级〔繁〕	⿺辶隹	11	jìn	32411121454	辵（⻍辶）	1032	0
U+904E	過	1	一级〔繁〕	⿺辶咼	11	guò	25525251454	辵（⻍辶）	3735	0
U+9106	鄆	1	二级〔繁〕	⿰軍阝	11	yùn	45125111252	邑（阝，在右）	0	0
U+9109	鄉	1	一级〔繁〕	⿰乡郎	11	xiāng	55345115452	邑（阝，在右）	75	0
U+91E3	釣	1	一级〔繁〕	⿰金勺	11	diào	34112431354	金（釒）	13	0
U+91E4	釤	1	三级〔繁〕	⿰金彡	11	shàn	34112431333	金（釒）	0	0
U+91E7	釧	1	二级〔繁〕	⿰金川	11	chuàn	34112431322	金（釒）	0	0
U+91E9	釩	1	二级〔繁〕	⿰金凡	11	fǎn	34112431354	金（釒）	0	0
U+91F4	釴	1	三级〔繁〕	⿰金弋	11	yì	34112431154	金（釒）	0	0
U+91F5	釵	1	二级〔繁〕	⿰金叉	11	chāi	34112431544	金（釒）	11	0
U+91F7	釷	1	二级〔繁〕	⿰金土	11	tǔ	34112431121	金（釒）	0	0
U+91F9	釹	1	二级〔繁〕	⿰金女	11	nǚ	34112431531	金（釒）	1	0
U+91FA	釺	1	二级〔繁〕	⿰金千	11	qiān	34112431312	金（釒）	0	0
U+9586	閆	1	三级〔繁〕	⿵門三	11	yán	25112511111	門	0	0
U+9589	閉	1	一级〔繁〕	⿵門才	11	bì	25112511123	門	111	0
U+967D	陽	1	一级〔繁〕	⿰阝昜	11	yáng	52251113533	阜（阝，在左）	270	0
U+968A	隊	1	一级〔繁〕	⿰阝㒸	11	duì	52431353334	阜（阝，在左）	432	0
U+968E	階	1	一级〔繁〕	⿰阝皆	11	jiē	52153532511	阜（阝，在左）	114	0
U+9802	頂	1	一级〔繁〕	⿰丁頁	11	dǐng	12132511134	頁	185	0
U+9803	頃	1	一级〔繁〕	⿰匕頁	11	qǐng	15132511134	頁	6	0
U+9B5A	魚	1	一级〔繁〕	⿳𠂊田灬	11	yú	35251214444	魚	220	0
U+9CE5	鳥	1	一级〔繁〕	⿹⑦灬	11	niǎo	32511154444	鳥	443	0
U+9E75	鹵	1	一级〔繁〕	⿱⺊⿴囗𠂭	11	lǔ	21253444441	鹵	17	0
U+9EA5	麥	1	一级〔繁〕	⿱來夂	11	mài	12343434354	麥	20	0
U+3473	㑳	1	三级〔繁〕	⿰亻芻	12	zhòu	323552335523	人（亻）	0	0
U+44E3	䓣	1	三级〔繁〕	⿱艹兩	12	liǎng	12212523434	艸（艹）	0	0
U+5096	傖	1	二级〔繁〕	⿰亻倉	12	cāng	323445113251	人（亻）	0	0
U+5098	傘	1	一级〔繁〕	⿱人⿻十𠈌	12	sǎn	343434343412	人（亻）	37	0
U+5099	備	1	一级〔繁〕	⿰亻𤰇	12	bèi	321221325112	人（亻）	730	0
U+50A2	傢	1	一级〔繁〕	⿰亻家	12	jiā	324451353334	人（亻）	589	0
U+51F1	凱	1	一级〔繁〕	⿰豈几	12	kǎi	252125143135	几	83	0
U+5274	剴	1	二级〔繁〕	⿰豈刂	12	kǎi	252125143122	刀（刂）	0	0
U+5275	創	1	一级〔繁〕	⿰倉刂	12	chuàng	344511325122	刀（刂）	272	0
U+52DB	勛	1	一级〔繁〕	⿰員力	12	xūn	251251113453	力	4	0
U+52DD	勝	1	一级〔繁〕	⿰月劵	12	shèng	351143113453	力	180	0
U+52DE	勞	1	一级〔繁〕	⿱𤇾力	12	láo	433443344553	力	48	0
U+55AA	喪	1	一级〔繁〕	⿱⿻土吅⿰𠄌⿺乀丿	12	sàng	122512511534	口	48	0
U+55AC	喬	1	一级〔繁〕	⿱呑冋	12	qiáo	313425125251	口	85	0
U+55AE	單	1	一级〔繁〕	⿱吅⿻甲一	12	dān	251251251112	口	295	0
U+55B2	喲	1	一级〔繁〕	⿰口約	12	yō	251554444354	口	86	0
U+570D	圍	1	一级〔繁〕	⿴囗韋	12	wéi	255212511521	囗	350	0
U+582F	堯	1	一级〔繁〕	⿱垚兀	12	yáo	121121121135	土	0	0
U+5831	報	1	一级〔繁〕	⿰幸𠬝	12	bào	121431125254	土	296	0
U+5834	場	1	一级〔繁〕	⿰土昜	12	chǎng	121251113533	土	669	0
U+584A	塊	1	一级〔繁〕	⿰土鬼	12	kuài	121325113554	土	267	0
U+58FA	壺	1	一级〔繁〕	⿱士⿳冖⑥一	12	hú	121452155121	士	12	0
U+5C0B	尋	1	一级〔繁〕	⿳彐⿰工口寸	12	xún	511121251124	寸	290	0
U+5D50	嵐	1	二级〔繁〕	⿱山風	12	lán	252353251214	山	14	0
U+5E40	幀	1	二级〔繁〕	⿰巾貞	12	zhèng	252212511134	巾	8	0
U+5E43	幃	1	二级〔繁〕	⿰巾韋	12	wéi	252521251152	巾	0	0
U+5E7E	幾	1	一级〔繁〕	⿹⿻戈𢆶人	12	jǐ	554554134534	幺	1161	0
U+5FA9	復	1	一级〔繁〕	⿰彳复	12	fù	332312511354	彳	343	0
U+60B6	悶	1	一级〔繁〕	⿵門心	12	mèn	251125114544	心（忄⺗）	58	0
U+60E1	惡	1	一级〔繁〕	⿱亞心	12	è	121551214544	心（忄⺗）	342	0
U+60F1	惱	1	一级〔繁〕	⿰忄𡿺	12	nǎo	442555325341	心（忄⺗）	51	0
U+60F2	惲	1	二级〔繁〕	⿰忄軍	12	yùn	442451251112	心（忄⺗）	1	0
U+60FB	惻	1	二级〔繁〕	⿰忄則	12	cè	442251113422	心（忄⺗）	6	0
U+611C	愜	1	二级〔繁〕	⿰忄匧	12	qiè	442113434345	心（忄⺗）	15	0
U+63C0	揀	1	一级〔繁〕	⿰扌柬	12	jiǎn	121125431234	手（扌龵）	8	0
U+63DA	揚	1	一级〔繁〕	⿰扌昜	12	yáng	121251113533	手（扌龵）	112	0
U+63EE	揮	1	一级〔繁〕	⿰扌軍	12	huī	121451251112	手（扌龵）	149	0
U+68D6	棖	1	二级〔繁〕	⿰木長	12	chéng	123412111534	木	0	0
U+68D7	棗	1	一级〔繁〕	⿱朿朿	12	zǎo	125234125234	木	178	0
U+68DF	棟	1	一级〔繁〕	⿰木東	12	dòng	123412511234	木	22	0
U+68E1	棡	1	三级〔繁〕	⿰木岡	12	gāng	123425431252	木	5	0
U+68E7	棧	1	一级〔繁〕	⿰木戔	12	zhàn	123415341534	木	5	0
U+68F6	棶	1	三级〔繁〕	⿰木來	12	lái	123412343434	木	1	0
U+690F	椏	1	三级〔繁〕	⿰木亞	12	yā	123412155121	木	8	0
U+6975	極	1	一级〔繁〕	⿰木亟	12	jí	123452251541	木	643	0
U+6B3D	欽	1	一级〔繁〕	⿰金欠	12	qīn	341124313534	欠	10	0
U+6B98	殘	1	一级〔繁〕	⿰歹戔	12	cán	135415341534	歹（歺）	243	0
U+6C2C	氬	1	二级〔繁〕	⿹气亞	12	yà	311512155121	气	0	0
U+6DF5	淵	1	一级〔繁〕	⿰氵𣶒	12	yuān	441322151512	水（氵氺）	14	0
U+6E22	渢	1	二级〔繁〕	⿰氵風	12	fán	441353251214	水（氵氺）	0	0
U+6E2C	測	1	一级〔繁〕	⿰氵則	12	cè	441251113422	水（氵氺）	86	0
U+6E3E	渾	1	一级〔繁〕	⿰氵軍	12	hún	441451251112	水（氵氺）	35	0
U+6E4B	湋	1	三级〔繁〕	⿰氵韋	12	wéi	441521251152	水（氵氺）	2	0
U+6E5E	湞	1	三级〔繁〕	⿰氵貞	12	chēng	441212511134	水（氵氺）	0	0
U+6E6F	湯	1	一级〔繁〕	⿰氵昜	12	tāng	441251113533	水（氵氺）	50	0
U+7121	無	1	一级〔繁〕	⿱⿳𠂉卌一灬	12	wú	311222214444	火（灬）	2850	0
U+7232	爲	1	一级〔繁〕	爲	12	wèi	344335554444	爪（爫）	249	0
U+723A	爺	1	一级〔繁〕	⿱父耶	12	yé	343412211152	父	103	0
U+7336	猶	1	一级〔繁〕	⿰犭酋	12	yóu	353431253511	犬（犭）	90	0
U+756B	畫	1	一级〔繁〕	⿳⿱𦘒一田一	12	huà	511121251211	田	138	0
U+75D9	痙	1	二级〔繁〕	⿸疒巠	12	jìng	413411555121	疒	5	0
U+767C	發	1	一级〔繁〕	⿱癶𭚧	12	fā	543345153554	癶	1932	0
U+774D	睍	1	三级〔繁〕	⿰目見	12	xiàn	251112511135	目	13	0
U+774F	睏	1	一级〔繁〕	⿰目困	12	kùn	251112512341	目	236	0
U+785C	硜	1	三级〔繁〕	⿰石巠	12	kēng	132511555121	石	2	0
U+7864	硤	1	二级〔繁〕	⿰石夾	12	xiá	132511343434	石	1	0
U+7868	硨	1	二级〔繁〕	⿰石車	12	chē	132511251112	石	0	0
U+786F	硯	1	一级〔繁〕	⿰石見	12	yàn	132512511135	石	0	0
U+798D	禍	1	一级〔繁〕	⿰礻咼	12	huò	452425525251	示（⺬礻）	48	0
U+7B46	筆	1	一级〔繁〕	⿱竹聿	12	bǐ	314314511112	竹（⺮）	71	0
U+7D4E	絎	1	二级〔繁〕	⿰糹行	12	háng	554444332112	糸（糹）	0	0
U+7D50	結	1	一级〔繁〕	⿰糹吉	12	jié	554444121251	糸（糹）	780	0
U+7D5D	絝	1	二级〔繁〕	⿰糹夸	12	kù	554444134115	糸（糹）	4	0
U+7D5E	絞	1	一级〔繁〕	⿰糹交	12	jiǎo	554444413434	糸（糹）	11	0
U+7D61	絡	1	一级〔繁〕	⿰糹各	12	luò	554444354251	糸（糹）	23	0
U+7D62	絢	1	一级〔繁〕	⿰糹旬	12	xuàn	554444352511	糸（糹）	8	0
U+7D66	給	1	一级〔繁〕	⿰糹合	12	gěi	554444341251	糸（糹）	1720	0
U+7D68	絨	1	一级〔繁〕	⿰糹戎	12	róng	554444113534	糸（糹）	17	0
U+7D6A	絪	1	三级〔繁〕	⿰糹因	12	yīn	554444251341	糸（糹）	33	0
U+7D70	絰	1	三级〔繁〕	⿰糹至	12	dié	554444154121	糸（糹）	8	0
U+7D71	統	1	一级〔繁〕	⿰糹充	12	tǒng	554444415435	糸（糹）	164	0
U+7D72	絲	1	一级〔繁〕	⿰糹糸	12	sī	554444554234	糸（糹）	264	0
U+7D73	絳	1	二级〔繁〕	⿰糹夅	12	jiàng	554444354152	糸（糹）	4	0
U+7D76	絶	1	一级〔繁〕	⿰糹色	12	jué	554444355215	糸（糹）	46	0
U+7D81	綁	1	一级〔繁〕	⿰糹邦	12	bǎng	554444111352	糸（糹）	53	0
U+7D8E	綎	1	三级〔繁〕	⿰糹廷	12	tīng	554444312154	糸（糹）	200	0
U+7D96	綖	1	三级〔繁〕	⿰糹延	12	yán	554444321554	糸（糹）	4	0
U+8139	脹	1	一级〔繁〕	⿰月長	12	zhàng	351112111534	肉（⺼）	13	0
U+814E	腎	1	一级〔繁〕	⿱臤月	12	shèn	125125542511	肉（⺼）	5	0
U+8156	腖	1	二级〔繁〕	⿰月東	12	dòng	351112511234	月	0	0
U+8161	腡	1	三级〔繁〕	⿰月咼	12	luó	351125525251	肉（⺼）	1	0
U+842C	萬	1	一级〔繁〕	⿱艹禺	12	wàn	122251125214	禸	482	0
U+8449	葉	1	一级〔繁〕	⿱艹枼	12	yè	122122151234	艸（艹）	717	0
U+8452	葒	1	三级〔繁〕	⿱艹紅	12	hóng	122554444121	艸（艹）	0	0
U+8464	葤	1	二级〔繁〕	⿱艹紂	12	zhòu	122554444124	艸（艹）	0	0
U+8466	葦	1	一级〔繁〕	⿱艹韋	12	wěi	122521251152	艸（艹）	16	0
U+8477	葷	1	一级〔繁〕	⿱艹軍	12	hūn	122451251112	艸（艹）	1	0
U+8846	衆	1	一级〔繁〕	⿱血乑	12	zhòng	325221323334	血	16	0
U+88DC	補	1	一级〔繁〕	⿰衤甫	12	bǔ	452341251124	衣（衤）	166	0
U+8998	覘	1	二级〔繁〕	⿰占見	12	chān	212512511135	見	0	0
U+8A34	訴	1	一级〔繁〕	⿰言斥	12	sù	411125133124	言（訁）	377	0
U+8A36	訶	1	二级〔繁〕	⿰言可	12	hē	411125112512	言（訁）	33	0
U+8A3A	診	1	一级〔繁〕	⿰言㐱	12	zhěn	411125134333	言（訁）	1	0
U+8A41	詁	1	二级〔繁〕	⿰言古	12	gǔ	411125112251	言（訁）	0	0
U+8A46	詆	1	二级〔繁〕	⿰言氐	12	dǐ	411125135154	言（訁）	2	0
U+8A50	詐	1	一级〔繁〕	⿰言乍	12	zhà	411125131211	言（訁）	12	0
U+8A52	詒	1	二级〔繁〕	⿰言台	12	yí	411125154251	言（訁）	1	0
U+8A54	詔	1	二级〔繁〕	⿰言召	12	zhào	411125153251	言（訁）	6	0
U+8A55	評	1	一级〔繁〕	⿰言平	12	píng	411125114312	言（訁）	28	0
U+8A56	詖	1	三级〔繁〕	⿰言皮	12	bì	411125153254	言（訁）	5	0
U+8A57	詗	1	三级〔繁〕	⿰言冋	12	xiòng	411125125251	言（訁）	0	0
U+8A58	詘	1	三级〔繁〕	⿰言出	12	qū	411125152252	言（訁）	0	0
U+8A5B	詛	1	二级〔繁〕	⿰言且	12	zǔ	411125125111	言（訁）	46	0
U+8A5D	詝	1	三级〔繁〕	⿰言宁	12	zhǔ	411125144512	言（訁）	221	0
U+8A5E	詞	1	一级〔繁〕	⿰言司	12	cí	411125151251	言（訁）	71	0
U+8CAF	貯	1	一级〔繁〕	⿰貝宁	12	zhù	251113444512	貝	0	0
U+8CB0	貰	1	二级〔繁〕	⿱世貝	12	shì	122152511134	貝	0	0
U+8CB3	貳	1	一级〔繁〕	⿹弋⿱二貝	12	èr	111251113454	貝	2	0
U+8CB4	貴	1	一级〔繁〕	⿱𠀐貝	12	guì	251212511134	貝	177	0
U+8CB7	買	1	一级〔繁〕	⿱罒貝	12	mǎi	252212511134	貝	202	0
U+8CB8	貸	1	一级〔繁〕	⿱代貝	12	dài	321542511134	貝	2	0
U+8CBA	貺	1	二级〔繁〕	⿰貝兄	12	kuàng	251113425135	貝	0	0
U+8CBB	費	1	一级〔繁〕	⿱弗貝	12	fèi	515322511134	貝	158	0
U+8CBC	貼	1	一级〔繁〕	⿰貝占	12	tiē	251113421251	貝	101	0
U+8CBD	貽	1	一级〔繁〕	⿰貝台	12	yí	251113454251	貝	2	0
U+8CBF	貿	1	一级〔繁〕	⿱⿰③刀貝	12	mào	354532511134	貝	5	0
U+8CC0	賀	1	一级〔繁〕	⿱加貝	12	hè	532512511134	貝	32	0
U+8CC1	賁	1	二级〔繁〕	⿱卉貝	12	bì	121222511134	貝	2	0
U+8EE4	軤	1	三级〔繁〕	⿰車乎	12	hū	125111234312	車	0	0
U+8EEB	軫	1	二级〔繁〕	⿰車㐱	12	zhěn	125111234333	車	9	0
U+8EF2	軲	1	二级〔繁〕	⿰車古	12	gū	125111212251	車	1	0
U+8EF8	軸	1	一级〔繁〕	⿰車由	12	zhóu	125111225121	車	3	0
U+8EF9	軹	1	三级〔繁〕	⿰車只	12	zhǐ	125111225134	車	0	0
U+8EFA	軺	1	三级〔繁〕	⿰車召	12	yáo	125111253251	車	0	0
U+8EFB	軻	1	二级〔繁〕	⿰車可	12	kē	125111212512	車	8	0
U+8EFC	軼	1	二级〔繁〕	⿰車失	12	yì	125111231134	車	6	0
U+904B	運	1	一级〔繁〕	⿺辶軍	12	yùn	451251112454	辵（⻍辶）	33	0
U+9054	達	1	一级〔繁〕	⿺辶𦍒	12	dá	121431112454	辵（⻍辶）	284	0
U+9055	違	1	一级〔繁〕	⿺辶韋	12	wéi	521251152454	辵（⻍辶）	49	0
U+9112	鄒	1	二级〔繁〕	⿰芻阝	12	zōu	355233552352	邑（阝，在右）	1	0
U+9114	鄔	1	二级〔繁〕	⿰烏阝	12	wū	325115444452	邑（阝，在右）	2	0
U+9116	鄖	1	二级〔繁〕	⿰員阝	12	yún	251251113452	邑（阝，在右）	0	0
U+91FF	釿	1	三级〔繁〕	⿰金斤	12	jīn	341124313312	金（釒）	48	0
U+9200	鈀	1	二级〔繁〕	⿰金巴	12	bǎ	341124315215	金（釒）	0	0
U+9201	鈁	1	二级〔繁〕	⿰金方	12	fāng	341124314153	金（釒）	0	0
U+9203	鈃	1	三级〔繁〕	⿰金开	12	xíng	341124311132	金（釒）	2	0
U+9204	鈄	1	三级〔繁〕	⿰金斗	12	dǒu	341124314412	金（釒）	1	0
U+9207	鈇	1	三级〔繁〕	⿰金夫	12	fū	341124311134	金（釒）	24	0
U+9208	鈈	1	二级〔繁〕	⿰金不	12	bù	341124311324	金（釒）	0	0
U+9209	鈉	1	一级〔繁〕	⿰金内	12	nà	341124312534	金（釒）	2	0
U+920D	鈍	1	一级〔繁〕	⿰金屯	12	dùn	341124311525	金（釒）	10	0
U+920E	鈎	1	一级〔繁〕	⿰金勾	12	gōu	341124313554	金（釒）	13	0
U+9210	鈐	1	二级〔繁〕	⿰金今	12	qián	341124313445	金（釒）	0	0
